"d [mm]","Freq [GHz]","dB(S(1,1)) []"
12,2.148,-0.948734507910826
12,2.154,-0.983286964887882
12,2.16,-1.02046218547713
12,2.166,-1.06052584068437
12,2.172,-1.10377688286606
12,2.178,-1.15055249575498
12,2.184,-1.2012338926063
12,2.19,-1.25625312609988
12,2.196,-1.31610110859731
12,2.202,-1.38133708451162
12,2.208,-1.45259985001936
12,2.214,-1.53062108186147
12,2.22,-1.61624122011028
12,2.226,-1.71042845423582
12,2.232,-1.81430149390879
12,2.238,-1.92915697435416
12,2.244,-2.05650256274665
12,2.25,-2.19809711427239
12,2.256,-2.35599959919305
12,2.262,-2.53262902332072
12,2.268,-2.73083825213558
12,2.274,-2.95400561599125
12,2.28,-3.20614957110521
12,2.286,-3.49207376893949
12,2.292,-3.81755307090159
12,2.298,-4.18957607374351
12,2.304,-4.61666788677037
12,2.31,-5.10933057314389
12,2.316,-5.68066215501232
12,2.322,-6.34725651231354
12,2.328,-7.13056147117919
12,2.334,-8.05901108397985
12,2.34,-9.17150734307251
12,2.346,-10.5232942910516
12,2.352,-12.1959231423258
12,2.358,-14.3122483225274
12,2.364,-17.0383358623462
12,2.37,-20.3565550585082
12,2.376,-22.3756839569723
12,2.382,-20.1730091629106
12,2.388,-16.8930146191391
12,2.394,-14.2285419661413
12,2.4,-12.1623702786013
12,2.406,-10.5293201649096
12,2.412,-9.20933813994008
12,2.418,-8.1227878942226
12,2.424,-7.21565747762088
12,2.43,-6.44988593496787
12,2.436,-5.79766075057055
12,2.442,-5.23802587666172
12,2.448,-4.75479519974282
12,2.454,-4.33521793050022
12,2.46,-3.96909128541487
12,2.466,-3.64814891162503
12,2.472,-3.36562553597606
12,2.478,-3.1159382448042
12,2.484,-2.89444753879663
12,2.49,-2.69727462295172
12,2.496,-2.5211594133113
12,2.502,-2.36334871515535
12,2.508,-2.22150720104568
12,2.514,-2.0936459019108
12,2.52,-1.97806433304475
12,2.526,-1.8733033545126
12,2.532,-1.77810656081556
12,2.538,-1.69138850024926
12,2.544,-1.61220839909337
12,2.55,-1.53974834805429
12,2.556,-1.47329512399266
12,2.562,-1.412224986561
12,2.568,-1.3559909193446
12,2.574,-1.30411188731628
12,2.58,-1.25616376336446
12,2.586,-1.2117716411367
12,2.592,-1.17060330307477
12,2.598,-1.1323636540511
12,2.604,-1.09678996456478
12,2.61,-1.06364779465658
12,2.616,-1.03272749183462
12,2.622,-1.00384117437132
12,2.628,-0.976820126128998
12,2.634,-0.951512541226606
12,2.64,-0.927781566873458
12,2.646,-0.905503600968772
12,2.652,-0.884566807919047
12,2.658,-0.864869821818278
12,2.664,-0.846320610877004
12,2.67,-0.828835480945037
12,2.676,-0.812338199286122
12,2.682,-0.796759222543657
12,2.688,-0.782035015175026
12,2.694,-0.768107446604539
12,2.7,-0.754923257010944
12,2.706,-0.742433583077438
12,2.712,-0.730593536230123
12,2.718,-0.719361826910211
12,2.724,-0.708700429294789
12,2.73,-0.698574281623032
12,2.736,-0.688951017921028
12,2.742,-0.679800727463311
12,2.748,-0.671095738778469
12,2.754,-0.662810425409583
12,2.76,-0.654921030988899
12,2.766,-0.647405511487282
12,2.772,-0.640243392759819
12,2.778,-0.633415641735377
12,2.784,-0.626904549794546
12,2.79,-0.620693627051789
12,2.796,-0.614767506406947
12,2.802,-0.609111856361794
12,2.808,-0.603713301711487
12,2.814,-0.5985593513209
12,2.82,-0.593638332283668
12,2.826,-0.588939329838942
12,2.832,-0.584452132489049
12,2.838,-0.580167181820929
12,2.844,-0.576075526587557
12,2.85,-0.572168780652003
12,2.856,-0.568439084438634
12,2.862,-0.564879069572481
12,2.868,-0.561481826420641
12,2.874,-0.558240874278586
12,2.88,-0.555150133970151
12,2.886,-0.552203902653091
12,2.892,-0.549396830642678
12,2.898,-0.546723900084315
12,2.904,-0.544180405322605
12,2.91,-0.541761934829241
12,2.916,-0.539464354565269
12,2.922,-0.537283792665353
12,2.928,-0.535216625342498
12,2.934,-0.533259463921308
12,2.94,-0.531409142916849
12,2.946,-0.529662709084008
12,2.952,-0.528017411369707
12,2.958,-0.526470691706604
12,2.964,-0.525020176593449
12,2.97,-0.523663669412144
12,2.976,-0.522399143437213
12,2.982,-0.521224735497687
12,2.988,-0.520138740255681
12,2.994,-0.519139605070288
12,3,-0.518225925418697
12,3.006,-0.517396440850222
12,3.012,-0.516650031452049
12,3.018,-0.515985714808687
12,3.024,-0.515402643440125
12,3.03,-0.514900102706261
12,3.036,-0.514477509168362
12,3.042,-0.514134409400515
12,3.048,-0.513870479247099
12,3.054,-0.513685523524504
12,3.06,-0.513579476168318
12,3.066,-0.513552400829592
12,3.072,-0.513604491926501
12,3.078,-0.513736076160665
12,3.084,-0.513947614509921
12,3.09,-0.514239704712697
12,3.096,-0.514613084261923
12,3.102,-0.515068633929941
12,3.108,-0.515607381849377
12,3.114,-0.516230508178579
12,3.12,-0.516939350384482
12,3.126,-0.517735409180035
12,3.132,-0.518620355158156
12,3.138,-0.519596036169377
12,3.144,-0.520664485496057
12,3.15,-0.521827930882339
12,3.156,-0.523088804485883
12,3.162,-0.524449753824987
12,3.168,-0.525913653803368
12,3.174,-0.527483619903825
12,3.18,-0.52916302265288
12,3.186,-0.530955503469603
12,3.192,-0.532864992025149
12,3.198,-0.534895725253627
12,3.204,-0.537052268171286
12,3.21,-0.539339536679027
12,3.216,-0.541762822543547
12,3.222,-0.544327820775327
12,3.228,-0.547040659647367
12,3.234,-0.549907933627608
12,3.24,-0.552936739530729
12,3.246,-0.556134716232101
12,3.252,-0.55951008832864
12,3.258,-0.563071714178858
12,3.264,-0.566829138808614
12,3.27,-0.570792652230366
12,3.276,-0.574973353794058
12,3.282,-0.579383223267433
12,3.288,-0.584035199435066
12,3.294,-0.588943267109831
12,3.3,-0.594122553570246
12,3.306,-0.599589435574579
12,3.312,-0.605361658260446
12,3.318,-0.611458467420588
12,3.324,-0.617900756855066
12,3.33,-0.62471123274207
12,3.336,-0.631914597249732
12,3.342,-0.639537753935372
12,3.348,-0.647610037855027
12,3.354,-0.656163473743097
12,3.36,-0.665233066130891
12,3.366,-0.674857125865547
12,3.372,-0.685077638183182
12,3.378,-0.695940678299034
12,3.384,-0.707496881424374
12,3.39,-0.719801975230333
12,3.396,-0.732917384081416
12,3.402,-0.746910915892452
12,3.408,-0.76185754426338
12,3.414,-0.777840300665663
12,3.42,-0.794951293951438
12,3.426,-0.813292877398322
12,3.432,-0.83297898697123
12,3.438,-0.854136678567886
12,3.444,-0.876907896824682
12,3.45,-0.901451513713968
12,3.456,-0.927945681795456
12,3.462,-0.956590554737367
12,3.468,-0.987611436742939
12,3.474,-1.02126243294343
12,3.48,-1.05783068475704
12,3.486,-1.09764128770538
12,3.492,-1.141063004143
12,3.498,-1.18851489949052
12,3.504,-1.24047404720716
12,3.51,-1.29748446364025
12,3.516,-1.36016744685685
12,3.522,-1.42923349992394
12,3.528,-1.50549601288306
12,3.534,-1.5898868493335
12,3.54,-1.68347391810239
12,3.546,-1.78748068462246
12,3.552,-1.90330735438686
12,3.558,-2.03255308711318
12,3.564,-2.17703799119976
12,3.57,-2.33882267695169
12,3.576,-2.52022162369774
12,3.582,-2.72380425770555
12,3.588,-2.9523740312034
12,3.594,-3.20891034848605
12,3.6,-3.49645010437406
14,1.2,-0.231149204515952
14,1.206,-0.232378897604256
14,1.212,-0.233609198673616
14,1.218,-0.234840205028069
14,1.224,-0.236072015472284
14,1.23,-0.237304730424201
14,1.236,-0.238538452029158
14,1.242,-0.239773284275496
14,1.248,-0.241009333111937
14,1.254,-0.242246706566837
14,1.26,-0.243485514869482
14,1.266,-0.244725870573647
14,1.272,-0.245967888683562
14,1.278,-0.247211686782473
14,1.284,-0.24845738516401
14,1.29,-0.249705106966552
14,1.296,-0.250954978310773
14,1.302,-0.252207128440634
14,1.308,-0.253461689867979
14,1.314,-0.254718798521024
14,1.32,-0.255978593896918
14,1.326,-0.257241219218702
14,1.332,-0.258506821596835
14,1.338,-0.259775552195625
14,1.344,-0.261047566404846
14,1.35,-0.26232302401677
14,1.356,-0.263602089409008
14,1.362,-0.264884931733426
14,1.368,-0.266171725111513
14,1.374,-0.267462648836506
14,1.38,-0.26875788758271
14,1.386,-0.270057631622336
14,1.392,-0.271362077050337
14,1.398,-0.272671426017606
14,1.404,-0.273985886973054
14,1.41,-0.275305674915
14,1.416,-0.276631011652382
14,1.422,-0.277962126076365
14,1.428,-0.279299254442838
14,1.434,-0.280642640666445
14,1.44,-0.281992536626754
14,1.446,-0.283349202487192
14,1.452,-0.28471290702752
14,1.458,-0.286083927990482
14,1.464,-0.287462552443485
14,1.47,-0.288849077156106
14,1.476,-0.290243808994267
14,1.482,-0.291647065332041
14,1.488,-0.293059174482056
14,1.494,-0.294480476145508
14,1.5,-0.295911321882906
14,1.506,-0.297352075606698
14,1.512,-0.298803114097015
14,1.518,-0.300264827541853
14,1.524,-0.301737620103081
14,1.53,-0.303221910509736
14,1.536,-0.30471813268023
14,1.542,-0.306226736375068
14,1.548,-0.307748187881941
14,1.554,-0.30928297073504
14,1.56,-0.31083158647059
14,1.566,-0.312394555420862
14,1.572,-0.313972417548808
14,1.578,-0.31556573332592
14,1.584,-0.31717508465581
14,1.59,-0.318801075846375
14,1.596,-0.320444334633497
14,1.602,-0.322105513259471
14,1.608,-0.323785289609568
14,1.614,-0.325484368410394
14,1.62,-0.327203482493922
14,1.626,-0.328943394131413
14,1.632,-0.330704896441659
14,1.638,-0.332488814878391
14,1.644,-0.334296008801995
14,1.65,-0.336127373141042
14,1.656,-0.337983840149592
14,1.662,-0.339866381266663
14,1.668,-0.341776009084666
14,1.674,-0.343713779434268
14,1.68,-0.345680793593542
14,1.686,-0.347678200630011
14,1.692,-0.349707199884779
14,1.698,-0.351769043608661
14,1.704,-0.353865039761108
14,1.71,-0.355996554983409
14,1.716,-0.358165017758715
14,1.722,-0.36037192177243
14,1.728,-0.362618829487518
14,1.734,-0.36490737595061
14,1.74,-0.367239272846042
14,1.746,-0.369616312816345
14,1.752,-0.372040374069446
14,1.758,-0.374513425294337
14,1.764,-0.377037530909055
14,1.77,-0.379614856666756
14,1.776,-0.382247675648021
14,1.782,-0.384938374669896
14,1.788,-0.387689461145118
14,1.794,-0.390503570427759
14,1.8,-0.393383473684992
14,1.806,-0.39633208633827
14,1.812,-0.399352477121294
14,1.818,-0.402447877806485
14,1.824,-0.405621693656787
14,1.83,-0.408877514664786
14,1.836,-0.412219127647507
14,1.842,-0.41565052927152
14,1.848,-0.419175940090783
14,1.854,-0.422799819687565
14,1.86,-0.426526883016089
14,1.866,-0.430362118058686
14,1.872,-0.434310804915499
14,1.878,-0.438378536461553
14,1.884,-0.442571240718939
14,1.89,-0.446895205107781
14,1.896,-0.4513571027572
14,1.902,-0.455964021077337
14,1.908,-0.460723492815564
14,1.914,-0.465643529845081
14,1.92,-0.470732659961961
14,1.926,-0.475999966998319
14,1.932,-0.481455134594895
14,1.938,-0.487108494016365
14,1.944,-0.49297107643829
14,1.95,-0.499054670185811
14,1.956,-0.505371883462652
14,1.962,-0.511936213175048
14,1.968,-0.518762120530583
14,1.974,-0.525865114177467
14,1.98,-0.533261841747667
14,1.986,-0.540970190778913
14,1.992,-0.549009400118349
14,1.998,-0.557400183057069
14,2.004,-0.566164863612908
14,2.01,-0.575327527572136
14,2.016,-0.584914190123473
14,2.022,-0.594952982174903
14,2.028,-0.605474357740829
14,2.034,-0.616511325131522
14,2.04,-0.628099705076079
14,2.046,-0.640278419374833
14,2.052,-0.653089814218134
14,2.058,-0.666580022940323
14,2.064,-0.680799373716707
14,2.07,-0.695802848577788
14,2.076,-0.711650601132686
14,2.082,-0.72840854159216
14,2.088,-0.746148999095438
14,2.094,-0.76495147301747
14,2.1,-0.784903486915278
14,2.106,-0.806101561127547
14,2.112,-0.828652322846747
14,2.118,-0.852673775832397
14,2.124,-0.878296755943223
14,2.13,-0.90566660347656
14,2.136,-0.934945089091394
14,2.142,-0.966312637073015
14,2.148,-0.999970898142434
14,2.154,-1.03614573425624
14,2.16,-1.07509069030137
14,2.166,-1.1170910427871
14,2.172,-1.16246853423237
14,2.178,-1.21158692476958
14,2.184,-1.26485852059131
14,2.19,-1.32275187359275
14,2.196,-1.38580088963174
14,2.202,-1.45461563645564
14,2.208,-1.52989520941563
14,2.214,-1.6124430973904
14,2.22,-1.70318559790385
14,2.226,-1.80319396602
14,2.232,-1.91371115551
14,2.238,-2.03618423595803
14,2.244,-2.17230386438124
14,2.25,-2.32405258159957
14,2.256,-2.49376423257079
14,2.262,-2.6841975388174
14,2.268,-2.8986278792927
14,2.274,-3.14096282567754
14,2.28,-3.41588920077302
14,2.286,-3.72906285136023
14,2.292,-4.08735777358994
14,2.298,-4.49920019272761
14,2.304,-4.97502846539648
14,2.31,-5.52794661382311
14,2.316,-6.17468869744791
14,2.322,-6.93710576191525
14,2.328,-7.84457735033598
14,2.334,-8.93815632729355
14,2.34,-10.2781921146604
14,2.346,-11.9595329640994
14,2.352,-14.1449500487117
14,2.358,-17.1467568378758
14,2.364,-21.6142216986864
14,2.37,-27.2269318024567
14,2.376,-23.4588094651852
14,2.382,-18.3575592699533
14,2.388,-14.9957407497795
14,2.394,-12.6054160224063
14,2.4,-10.7942295678268
14,2.406,-9.36504920811035
14,2.412,-8.20669577232154
14,2.418,-7.25019329882808
14,2.424,-6.44952463911134
14,2.43,-5.77225093375454
14,2.436,-5.19452834560387
14,2.442,-4.69826455949836
14,2.448,-4.269394631302
14,2.454,-3.89677917318868
14,2.46,-3.571467395259
14,2.466,-3.28618446113717
14,2.472,-3.0349628385077
14,2.478,-2.81286977829512
14,2.484,-2.61580125487703
14,2.49,-2.4403232848971
14,2.496,-2.28354791671605
14,2.502,-2.14303515294597
14,2.508,-2.01671462402547
14,2.514,-1.90282252829645
14,2.52,-1.79985051546844
14,2.526,-1.7065040067348
14,2.532,-1.62166803254732
14,2.538,-1.54437910103948
14,2.544,-1.47380193321068
14,2.55,-1.40921014624859
14,2.556,-1.34997015481591
14,2.562,-1.29552770639615
14,2.568,-1.24539658128481
14,2.574,-1.19914907807428
14,2.58,-1.15640797707576
14,2.586,-1.11683973121537
14,2.592,-1.08014867968498
14,2.598,-1.04607211643704
14,2.604,-1.01437607534525
14,2.61,-0.984851717959783
14,2.616,-0.957312229396823
14,2.622,-0.931590143908742
14,2.628,-0.907535034786445
14,2.634,-0.885011514007915
14,2.64,-0.863897495911
14,2.646,-0.844082686489917
14,2.652,-0.825467265979222
14,2.658,-0.807960737425114
14,2.664,-0.791480918137802
14,2.67,-0.775953054419993
14,2.676,-0.761309042896876
14,2.682,-0.747486744232325
14,2.688,-0.734429377083951
14,2.694,-0.722084981893927
14,2.7,-0.710405945585993
14,2.706,-0.69934857948779
14,2.712,-0.688872743857293
14,2.718,-0.678941513294131
14,2.724,-0.669520878085524
14,2.73,-0.660579477193581
14,2.736,-0.652088359153523
14,2.742,-0.644020767635085
14,2.748,-0.636351948834521
14,2.754,-0.629058978222085
14,2.76,-0.622120604478604
14,2.766,-0.615517108721553
14,2.772,-0.609230177352122
14,2.778,-0.603242787055641
14,2.784,-0.597539100661838
14,2.79,-0.592104372723589
14,2.796,-0.586924863805137
14,2.802,-0.581987762586661
14,2.808,-0.577281114993439
14,2.814,-0.572793759646578
14,2.82,-0.568515269010482
14,2.826,-0.564435895680672
14,2.832,-0.560546523316104
14,2.838,-0.556838621773388
14,2.844,-0.553304206047393
14,2.85,-0.549935798664446
14,2.856,-0.546726395211021
14,2.862,-0.543669432713942
14,2.868,-0.540758760616739
14,2.874,-0.537988614123098
14,2.88,-0.535353589701086
14,2.886,-0.532848622562673
14,2.892,-0.530468965951165
14,2.898,-0.528210172085924
14,2.904,-0.526068074628192
14,2.91,-0.52403877254531
14,2.916,-0.522118615262355
14,2.922,-0.520304189000914
14,2.928,-0.518592304214558
14,2.934,-0.51697998403901
14,2.94,-0.515464453683099
14,2.946,-0.514043130693702
14,2.952,-0.51271361603429
14,2.958,-0.511473685922763
14,2.964,-0.510321284379509
14,2.97,-0.509254516441672
14,2.976,-0.508271642004142
14,2.982,-0.507371070251986
14,2.988,-0.506551354652839
14,2.994,-0.505811188481471
14,3,-0.505149400852085
14,3.006,-0.504564953237009
14,3.012,-0.504056936453485
14,3.018,-0.503624568103015
14,3.024,-0.503267190450551
14,3.03,-0.502984268733222
14,3.036,-0.502775389891022
14,3.042,-0.502640261714189
14,3.048,-0.502578712404622
14,3.054,-0.502590690550802
14,3.06,-0.502676265518571
14,3.066,-0.502835628262067
14,3.072,-0.503069092562138
14,3.078,-0.503377096701704
14,3.084,-0.50376020559061
14,3.09,-0.504219113355077
14,3.096,-0.504754646409906
14,3.102,-0.505367767034854
14,3.108,-0.506059577479756
14,3.114,-0.506831324626815
14,3.12,-0.507684405242175
14,3.126,-0.508620371853271
14,3.132,-0.509640939293009
14,3.138,-0.510747991956713
14,3.144,-0.511943591823628
14,3.15,-0.513229987300333
14,3.156,-0.51460962295058
14,3.162,-0.516085150183083
14,3.168,-0.517659438977154
14,3.174,-0.519335590735021
14,3.18,-0.521116952359893
14,3.186,-0.52300713166986
14,3.192,-0.52501001427047
14,3.198,-0.52712978202274
14,3.204,-0.529370933259
14,3.21,-0.53173830491679
14,3.216,-0.534237096780555
14,3.222,-0.536872898043409
14,3.228,-0.539651716426184
14,3.234,-0.542580010119289
14,3.24,-0.54566472284506
14,3.246,-0.548913322374376
14,3.252,-0.552333842872404
14,3.258,-0.555934931495075
14,3.264,-0.559725899710681
14,3.27,-0.563716779881614
14,3.276,-0.567918387709822
14,3.282,-0.572342391228252
14,3.288,-0.577001387110564
14,3.294,-0.581908985174109
14,3.3,-0.587079902069548
14,3.306,-0.592530065286231
14,3.312,-0.598276728758603
14,3.318,-0.6043386015393
14,3.324,-0.610735991212529
14,3.33,-0.617490963962256
14,3.336,-0.624627523488377
14,3.342,-0.632171811288019
14,3.348,-0.640152331195418
14,3.354,-0.648600201512127
14,3.36,-0.657549438570834
14,3.366,-0.667037276173427
14,3.372,-0.677104526043829
14,3.378,-0.68779598525598
14,3.384,-0.699160897561055
14,3.39,-0.711253476671166
14,3.396,-0.72413350089203
14,3.402,-0.737866990073049
14,3.408,-0.752526977705007
14,3.414,-0.76819439319903
14,3.42,-0.784959071990538
14,3.426,-0.80292091420727
14,3.432,-0.822191216313876
14,3.438,-0.842894204507835
14,3.444,-0.865168803822089
14,3.45,-0.889170683041291
14,3.456,-0.915074622836997
14,3.462,-0.943077263173028
14,3.468,-0.973400296250398
14,3.474,-1.00629418329293
14,3.48,-1.04204248756893
14,3.486,-1.08096693243043
14,3.492,-1.12343331200198
14,3.498,-1.16985840350712
14,3.504,-1.22071805387719
14,3.51,-1.27655663860104
14,3.516,-1.33799811635984
14,3.522,-1.40575892623414
14,3.528,-1.48066299056205
14,3.534,-1.56365908806779
14,3.54,-1.65584083579964
14,3.546,-1.75846944385937
14,3.552,-1.87299925049196
14,3.558,-2.0011057538925
14,3.564,-2.14471534766859
14,3.57,-2.30603510854346
14,3.576,-2.48757957358835
14,3.582,-2.69218916304991
14,3.588,-2.92303126413419
14,3.594,-3.18356924270785
14,3.6,-3.47747567389644
16,1.2,-0.22777573225108
16,1.206,-0.229062976428196
16,1.212,-0.230351588938914
16,1.218,-0.231641655962746
16,1.224,-0.232933265471639
16,1.23,-0.234226507337131
16,1.236,-0.235521473439217
16,1.242,-0.236818257777029
16,1.248,-0.238116956581506
16,1.254,-0.239417668430254
16,1.26,-0.240720494364672
16,1.266,-0.242025538009614
16,1.272,-0.243332905695708
16,1.278,-0.24464270658451
16,1.284,-0.245955052796715
16,1.29,-0.247270059543589
16,1.296,-0.248587845261865
16,1.302,-0.249908531752238
16,1.308,-0.251232244321789
16,1.314,-0.252559111930464
16,1.32,-0.2538892673419
16,1.326,-0.255222847278838
16,1.332,-0.256559992583382
16,1.338,-0.257900848382346
16,1.344,-0.259245564258048
16,1.35,-0.260594294424748
16,1.356,-0.261947197911109
16,1.362,-0.263304438749005
16,1.368,-0.264666186168976
16,1.374,-0.266032614802726
16,1.38,-0.267403904893023
16,1.386,-0.268780242511413
16,1.392,-0.270161819784134
16,1.398,-0.271548835126704
16,1.404,-0.272941493487625
16,1.41,-0.274340006601668
16,1.416,-0.275744593253306
16,1.422,-0.27715547955079
16,1.428,-0.278572899211421
16,1.434,-0.279997093858691
16,1.44,-0.281428313331844
16,1.446,-0.282866816008588
16,1.452,-0.284312869141636
16,1.458,-0.285766749209823
16,1.464,-0.287228742284611
16,1.47,-0.288699144412802
16,1.476,-0.290178262016365
16,1.482,-0.291666412310275
16,1.488,-0.293163923739432
16,1.494,-0.294671136435645
16,1.5,-0.296188402695833
16,1.506,-0.297716087482662
16,1.512,-0.299254568948793
16,1.518,-0.300804238986199
16,1.524,-0.302365503801872
16,1.53,-0.30393878452149
16,1.536,-0.30552451782265
16,1.542,-0.307123156599359
16,1.548,-0.308735170659637
16,1.554,-0.310361047458153
16,1.56,-0.312001292865973
16,1.566,-0.313656431979604
16,1.572,-0.315327009971774
16,1.578,-0.317013592986313
16,1.584,-0.318716769079957
16,1.59,-0.320437149213876
16,1.596,-0.32217536829797
16,1.602,-0.323932086291223
16,1.608,-0.325707989361663
16,1.614,-0.327503791109582
16,1.62,-0.32932023385808
16,1.626,-0.331158090015243
16,1.632,-0.333018163512513
16,1.638,-0.334901291324233
16,1.644,-0.336808345073628
16,1.65,-0.338740232730931
16,1.656,-0.340697900409772
16,1.662,-0.342682334268369
16,1.668,-0.344694562522612
16,1.674,-0.346735657578628
16,1.68,-0.348806738292999
16,1.686,-0.350908972369472
16,1.692,-0.353043578901636
16,1.698,-0.355211831071849
16,1.704,-0.357415059017423
16,1.71,-0.359654652876092
16,1.716,-0.361932066023601
16,1.722,-0.364248818517405
16,1.728,-0.366606500761618
16,1.734,-0.369006777409526
16,1.74,-0.371451391521395
16,1.746,-0.373942168996869
16,1.752,-0.376481023302706
16,1.758,-0.379069960518601
16,1.764,-0.381711084725675
16,1.77,-0.384406603764405
16,1.776,-0.387158835391115
16,1.782,-0.389970213864841
16,1.788,-0.392843296999051
16,1.794,-0.395780773716079
16,1.8,-0.398785472145401
16,1.806,-0.40186036831082
16,1.812,-0.40500859545582
16,1.818,-0.40823345406096
16,1.824,-0.411538422612411
16,1.83,-0.414927169186358
16,1.836,-0.418403563920418
16,1.842,-0.421971692450028
16,1.848,-0.425635870395873
16,1.854,-0.429400658996644
16,1.86,-0.433270881991407
16,1.866,-0.43725164386636
16,1.872,-0.441348349592763
16,1.878,-0.44556672599612
16,1.884,-0.449912844911663
16,1.89,-0.454393148297763
16,1.896,-0.459014475497549
16,1.902,-0.463784092860094
16,1.908,-0.468709725955818
16,1.914,-0.473799594647304
16,1.92,-0.479062451306512
16,1.926,-0.484507622502746
16,1.932,-0.490145054523701
16,1.938,-0.49598536313468
16,1.944,-0.502039888029403
16,1.95,-0.508320752480793
16,1.956,-0.514840928762356
16,1.962,-0.521614309981614
16,1.968,-0.528655789047654
16,1.974,-0.53598134558679
16,1.98,-0.54360814172533
16,1.986,-0.551554627778535
16,1.992,-0.559840659022527
16,1.998,-0.568487624883803
16,2.004,-0.577518592062668
16,2.01,-0.586958463316065
16,2.016,-0.596834153866657
16,2.022,-0.60717478768402
16,2.028,-0.61801191620686
16,2.034,-0.629379762450204
16,2.04,-0.641315493877379
16,2.046,-0.653859527924265
16,2.052,-0.667055874656268
16,2.058,-0.680952521731684
16,2.064,-0.695601867657877
16,2.07,-0.711061210281707
16,2.076,-0.727393298579677
16,2.082,-0.744666957140028
16,2.088,-0.76295779429802
16,2.094,-0.782349006746064
16,2.1,-0.802932295651063
16,2.106,-0.824808911945266
16,2.112,-0.848090851602621
16,2.118,-0.87290222547931
16,2.124,-0.899380832819054
16,2.13,-0.927679972967153
16,2.136,-0.95797053640714
16,2.142,-0.990443424186316
16,2.148,-1.02531235444925
16,2.154,-1.06281712654948
16,2.16,-1.1032274275588
16,2.166,-1.14684728356924
16,2.172,-1.19402027977963
16,2.178,-1.24513569998757
16,2.184,-1.30063576905417
16,2.19,-1.36102422282955
16,2.196,-1.42687648105316
16,2.202,-1.49885176265414
16,2.208,-1.57770756331852
16,2.214,-1.66431701699829
16,2.22,-1.75968979271103
16,2.226,-1.86499734437965
16,2.232,-1.98160354689086
16,2.238,-2.11110203343938
16,2.244,-2.25536192284905
16,2.25,-2.41658412853101
16,2.256,-2.59737113056301
16,2.262,-2.80081405952806
16,2.268,-3.03060233171303
16,2.274,-3.29116313400808
16,2.28,-3.58784120123548
16,2.286,-3.92713429461904
16,2.292,-4.3170079114869
16,2.298,-4.76732652605739
16,2.304,-5.29046290397514
16,2.31,-5.90219147795214
16,2.316,-6.62305703918998
16,2.322,-7.480582564239
16,2.328,-8.51305288672517
16,2.334,-9.77648637981393
16,2.34,-11.3586962406237
16,2.346,-13.4112622680817
16,2.352,-16.2358820785393
16,2.358,-20.5917029585097
16,2.364,-29.4935065774122
16,2.37,-28.6508955810031
16,2.376,-20.2519614037522
16,2.382,-16.0316616868564
16,2.388,-13.2680973144967
16,2.394,-11.2505783736344
16,2.4,-9.69135648754186
16,2.406,-8.44432070887597
16,2.412,-7.42423590705628
16,2.418,-6.57645959401841
16,2.424,-5.86351067388716
16,2.43,-5.25836935919293
16,2.436,-4.74082363287188
16,2.442,-4.29532906101115
16,2.448,-3.90967763684795
16,2.454,-3.5741264039797
16,2.46,-3.28080165352984
16,2.466,-3.02327632885124
16,2.472,-2.79626105029373
16,2.478,-2.59537256245043
16,2.484,-2.41695671946226
16,2.49,-2.2579509912729
16,2.496,-2.11577629335841
16,2.502,-1.98825099981935
16,2.508,-1.87352200516143
16,2.514,-1.77000905747783
16,2.52,-1.67635953118881
16,2.526,-1.59141148292438
16,2.532,-1.51416332734298
16,2.538,-1.44374883654055
16,2.544,-1.37941644381868
16,2.55,-1.32051204458079
16,2.556,-1.26646465102618
16,2.562,-1.21677438513749
16,2.568,-1.17100239488391
16,2.574,-1.12876235795917
16,2.58,-1.08971330048845
16,2.586,-1.05355350855141
16,2.592,-1.0200153508141
16,2.598,-0.988860863139158
16,2.604,-0.959877972381007
16,2.61,-0.932877257940961
16,2.616,-0.90768916704974
16,2.622,-0.884161613949429
16,2.628,-0.862157904781318
16,2.634,-0.841554939545426
16,2.64,-0.822241650374101
16,2.646,-0.804117641870716
16,2.652,-0.787092004657883
16,2.658,-0.7710822777607
16,2.664,-0.756013539183691
16,2.67,-0.741817607158396
16,2.676,-0.728432337149645
16,2.682,-0.715801001900491
16,2.688,-0.703871743640613
16,2.694,-0.692597089138939
16,2.7,-0.681933519597098
16,2.706,-0.671841088495399
16,2.712,-0.662283081450278
16,2.718,-0.653225712948357
16,2.724,-0.644637855510441
16,2.73,-0.636490797426702
16,2.736,-0.628758025708333
16,2.742,-0.62141503133351
16,2.748,-0.614439134237587
16,2.754,-0.607809325818224
16,2.76,-0.601506127003042
16,2.766,-0.595511460167056
16,2.772,-0.589808533394699
16,2.778,-0.584381735761821
16,2.784,-0.579216542469562
16,2.79,-0.57429942879899
16,2.796,-0.569617791974419
16,2.802,-0.565159880127913
16,2.808,-0.560914727648404
16,2.814,-0.556872096279408
16,2.82,-0.553022421399333
16,2.826,-0.54935676298046
16,2.832,-0.545866760777227
16,2.838,-0.542544593342511
16,2.844,-0.539382940513241
16,2.85,-0.536374949044297
16,2.856,-0.533514201103004
16,2.862,-0.530794685366211
16,2.868,-0.528210770488267
16,2.874,-0.525757180731638
16,2.88,-0.523428973572795
16,2.886,-0.521221519114717
16,2.892,-0.519130481153964
16,2.898,-0.517151799765245
16,2.904,-0.515281675279787
16,2.91,-0.513516553545796
16,2.916,-0.511853112370226
16,2.922,-0.510288249050618
