"crack_rot [deg]","Freq [GHz]","dB(S(2,1)) []"
60,1.992,-95.2295455144332
60,1.998,-94.8329263341837
60,2.004,-94.4399761964625
60,2.01,-94.050833482056
60,2.016,-93.6655928431025
60,2.022,-93.2843153505307
60,2.028,-92.9070372472412
60,2.034,-92.5337775549821
60,2.04,-92.1645447624496
60,2.046,-91.7993428017863
60,2.052,-91.4381765020916
60,2.058,-91.0810566927053
60,2.064,-90.7280051161523
60,2.07,-90.3790593005759
60,2.076,-90.0342775335276
60,2.082,-89.6937440718065
60,2.088,-89.3575747133006
60,2.094,-89.0259228425083
60,2.1,-88.6989860347768
60,2.106,-88.3770132536272
60,2.112,-88.0603125806964
60,2.118,-87.7492592439331
60,2.124,-87.4443033958428
60,2.13,-87.1459765327788
60,2.136,-86.8548944488219
60,2.142,-86.5717528445951
60,2.148,-86.2973085511902
60,2.154,-86.0323336731307
60,2.16,-85.7775197833236
60,2.166,-85.5332909593803
60,2.172,-85.2994514322536
60,2.178,-85.0745349389033
60,2.184,-84.8546222436824
60,2.19,-84.6312353507338
60,2.196,-84.3877232220933
60,2.202,-84.093513879594
60,2.208,-83.6964198135772
60,2.214,-83.1164601048924
60,2.22,-82.2515394120378
60,2.226,-81.0090309651117
60,2.232,-79.3587253960651
60,2.238,-77.3676897988093
60,2.244,-75.1874282160557
60,2.25,-73.016507686467
60,2.256,-71.0624101165276
60,2.262,-69.486096709351
60,2.268,-68.3351876895814
60,2.274,-67.5334853577508
60,2.28,-66.94732653029
60,2.286,-66.4556252591929
60,2.292,-65.9752917319681
60,2.298,-65.4558958740943
60,2.304,-64.8669948545365
60,2.31,-64.1878046096772
60,2.316,-63.4002690782252
60,2.322,-62.4841802644088
60,2.328,-61.4127841573331
60,2.334,-60.1472402820711
60,2.34,-58.6275465983885
60,2.346,-56.7550582735637
60,2.352,-54.3546854729378
60,2.358,-51.0876542246492
60,2.364,-46.3483232858947
60,2.37,-42.4164974592684
60,2.376,-47.1191610862131
60,2.382,-51.6104121749448
60,2.388,-54.7228193841039
60,2.394,-57.0382252463656
60,2.4,-58.8660890205484
60,2.406,-60.3693002085262
60,2.412,-61.6418295456078
60,2.418,-62.7423342740094
60,2.424,-63.7097577340156
60,2.43,-64.571236396323
60,2.436,-65.3464237800759
60,2.442,-66.0500077843066
60,2.448,-66.6932539810955
60,2.454,-67.2849934075808
60,2.46,-67.8322782047934
60,2.466,-68.3408304993069
60,2.472,-68.8153580597034
60,2.478,-69.2597814981062
60,2.484,-69.6774011826791
60,2.49,-70.0710220979122
60,2.496,-70.4430487650576
60,2.502,-70.7955584518941
60,2.508,-71.1303583775559
60,2.514,-71.4490309416597
60,2.52,-71.7529698706797
60,2.526,-72.0434093902824
60,2.532,-72.3214479820474
60,2.538,-72.5880678909912
60,2.544,-72.8441512671383
60,2.55,-73.0904936171949
60,2.556,-73.3278150889784
60,2.562,-73.55676999642
60,2.568,-73.777954906114
60,2.574,-73.9919155400746
60,2.58,-74.1991526982841
60,2.586,-74.4001273649357
60,2.592,-74.595265131208
60,2.598,-74.7849600429119
60,2.604,-74.9695779618906
60,2.61,-75.1494595145032
60,2.616,-75.3249226880112
60,2.622,-75.4962651255667
60,2.628,-75.6637661622695
60,2.634,-75.8276886380216
60,2.64,-75.9882805173773
60,2.646,-76.1457763420079
60,2.652,-76.3003985376067
60,2.658,-76.4523585938951
60,2.664,-76.6018581337311
60,2.67,-76.749089885095
60,2.676,-76.8942385678257
60,2.682,-77.0374817053775
60,2.688,-77.1789903704792
60,2.694,-77.3189298723837
60,2.7,-77.4574603923544
60,2.706,-77.5947375731062
60,2.712,-77.7309130670909
60,2.718,-77.8661350477508
60,2.724,-78.000548687145
60,2.73,-78.134296602653
60,2.736,-78.2675192747566
60,2.742,-78.4003554371656
60,2.748,-78.5329424397594
60,2.754,-78.6654165839231
60,2.76,-78.7979134288296
60,2.766,-78.930568065993
60,2.772,-79.0635153579464
60,2.778,-79.1968901350695
60,2.784,-79.3308273423288
60,2.79,-79.4654621248309
60,2.796,-79.6009298374676
60,2.802,-79.7373659592979
60,2.808,-79.874905887372
60,2.814,-80.0136845770322
60,2.82,-80.1538359858076
60,2.826,-80.2954922651168
60,2.832,-80.4387826271854
60,2.838,-80.5838317925856
60,2.844,-80.7307578949616
60,2.85,-80.8796696815512
60,2.856,-81.0306627980783
60,2.862,-81.1838148804875
60,2.868,-81.3391790885258
60,2.874,-81.4967756003804
60,2.88,-81.6565804343258
60,2.886,-81.8185107608612
60,2.892,-81.982405602376
60,2.898,-82.1480004690877
60,2.904,-82.3148940297155
60,2.91,-82.482504343276
60,2.916,-82.650011471433
60,2.922,-82.8162824561067
60,2.928,-82.9797737378648
60,2.934,-83.1384052538571
60,2.94,-83.2894000101743
60,2.946,-83.429083490073
60,2.952,-83.5526399148326
60,2.958,-83.6538288092957
60,2.964,-83.7246778131442
60,2.97,-83.7551884688024
60,2.976,-83.7331211584206
60,2.982,-83.6439581010332
60,2.988,-83.4711630959161
60,2.994,-83.1968340040876
60,3,-82.8027461365673
60,3.006,-82.2716071732466
60,3.012,-81.5881513204492
60,3.018,-80.7396309933462
60,3.024,-79.7154657009217
60,3.03,-78.5063673540341
60,3.036,-77.1043387483966
60,3.042,-75.5073486520395
60,3.048,-73.7388980582733
60,3.054,-71.9074638613067
60,3.06,-70.3335120680066
60,3.066,-69.5956928925029
60,3.072,-70.0298248195956
60,3.078,-71.2505168505489
60,3.084,-72.7066944466494
60,3.09,-74.1193901914682
60,3.096,-75.4075337410221
60,3.102,-76.5666158271872
60,3.108,-77.6142137167302
60,3.114,-78.5715177501885
60,3.12,-79.4579602545006
60,3.126,-80.2901187741558
60,3.132,-81.0819077017013
60,3.138,-81.8450864599751
60,3.144,-82.5897833095306
60,3.15,-83.3249558947787
60,3.156,-84.0587812086852
60,3.162,-84.7989884052442
60,3.168,-85.5531515216386
60,3.174,-86.3289567944578
60,3.18,-87.1344535104711
60,3.186,-87.9782864293939
60,3.192,-88.8698849790623
60,3.198,-89.8195329819292
60,3.204,-90.8381228679377
60,3.21,-91.9361154812787
60,3.216,-93.1205615290054
60,3.222,-94.3875446183151
60,3.228,-95.7045596618426
60,3.234,-96.9750554116691
60,3.24,-97.9917480413654
60,3.246,-98.4551807555959
60,3.252,-98.1767501238105
60,3.258,-97.2810932544909
60,3.264,-96.0676498767037
60,3.27,-94.7732103514505
60,3.276,-93.5172950637899
60,3.282,-92.3444186634511
60,3.288,-91.2641522101675
60,3.294,-90.272264137139
60,3.3,-89.3600271361841
60,3.306,-88.517977633632
60,3.312,-87.7373045780974
60,3.318,-87.0102658221052
60,3.324,-86.3302223465612
60,3.33,-85.6915356720919
60,3.336,-85.089428590332
60,3.342,-84.5198482545186
60,3.348,-83.9793450764312
60,3.354,-83.4649703866827
60,3.36,-82.9741917754051
60,3.366,-82.5048237226943
60,3.372,-82.054970940729
60,3.378,-81.6229820832955
60,3.384,-81.2074118353546
60,3.39,-80.8069897539209
60,3.396,-80.4205945480683
60,3.402,-80.0472327495795
60,3.408,-79.6860209391437
60,3.414,-79.3361708630806
60,3.42,-78.996976910102
60,3.426,-78.6678055237328
60,3.432,-78.3480862096703
60,3.438,-78.037303863436
60,3.444,-77.734992195976
60,3.45,-77.4407280764265
60,3.456,-77.1541266443986
60,3.462,-76.8748370706688
60,3.468,-76.6025388665006
60,3.474,-76.3369386590497
60,3.48,-76.077767364281
60,3.486,-75.8247777002064
60,3.492,-75.5777419925599
60,3.498,-75.3364502326741
60,3.504,-75.1007083536192
60,3.51,-74.8703366958896
60,3.516,-74.6451686382494
60,3.522,-74.4250493729663
60,3.528,-74.2098348076828
60,3.534,-73.9993905787117
60,3.54,-73.793591162677
60,3.546,-73.5923190752264
60,3.552,-73.3954641470665
60,3.558,-73.2029228688693
60,3.564,-73.0145977977012
60,3.57,-72.8303970185667
60,3.576,-72.6502336554639
60,3.582,-72.4740254270364
60,3.588,-72.3016942425001
60,3.594,-72.1331658340291
60,3.6,-71.9683694222237
90,1.2,-86.3364828550206
90,1.206,-86.3488864138841
90,1.212,-86.3638362692241
90,1.218,-86.3815984757265
90,1.224,-86.4024637062564
90,1.23,-86.4267490489922
90,1.236,-86.4547998170468
90,1.242,-86.4869913376145
90,1.248,-86.5237306795064
90,1.254,-86.565458268952
90,1.26,-86.6126493339927
90,1.266,-86.6658151080406
90,1.272,-86.7255037137894
90,1.278,-86.7923006403938
90,1.284,-86.8668287206597
90,1.29,-86.949747512113
90,1.296,-87.0417519876258
90,1.302,-87.1435704492851
90,1.308,-87.2559615949036
90,1.314,-87.3797106913178
90,1.32,-87.5156248433329
90,1.326,-87.6645273921044
90,1.332,-87.8272515311956
90,1.338,-88.004633290636
90,1.344,-88.1975041057993
90,1.35,-88.4066832542966
90,1.356,-88.6329705047336
90,1.362,-88.8771393699285
90,1.368,-89.139931387994
90,1.374,-89.42205186252
90,1.38,-89.7241674748418
90,1.386,-90.0469061365462
90,1.392,-90.3908593814928
90,1.398,-90.7565875091384
90,1.404,-91.1446275925556
90,1.41,-91.5555043640023
90,1.416,-91.9897438965195
90,1.422,-92.4478899178103
90,1.428,-92.9305225243449
90,1.434,-93.438279004702
90,1.44,-93.9718764181485
90,1.446,-94.5321354813747
90,1.452,-95.1200051482999
90,1.458,-95.7365869503104
90,1.464,-96.3831575728334
90,1.47,-97.06118706902
90,1.476,-97.7723481934673
90,1.482,-98.5185089567527
90,1.488,-99.3016945725147
90,1.494,-100.123994611042
90,1.5,-100.987373162524
90,1.506,-101.893308830996
90,1.512,-102.842139414996
90,1.518,-103.831903805557
90,1.524,-104.856359795573
90,1.53,-105.901754662103
90,1.536,-106.942028107925
90,1.542,-107.932981307737
90,1.548,-108.808511437387
90,1.554,-109.486280504081
90,1.56,-109.89078567507
90,1.566,-109.988069807892
90,1.572,-109.805107699443
90,1.578,-109.41411515307
90,1.584,-108.897972895049
90,1.59,-108.325041301914
90,1.596,-107.74175937926
90,1.602,-107.175764433821
90,1.608,-106.641711763975
90,1.614,-106.146248903754
90,1.62,-105.691417640324
90,1.626,-105.276758589931
90,1.632,-104.900546472934
90,1.638,-104.560491827489
90,1.644,-104.254128663366
90,1.65,-103.979021217425
90,1.656,-103.732867897662
90,1.662,-103.513547503638
90,1.668,-103.319133571303
90,1.674,-103.147891593205
90,1.68,-102.998267482135
90,1.686,-102.8688719712
90,1.692,-102.75846352257
90,1.698,-102.665931090636
90,1.704,-102.590277374749
90,1.71,-102.530602784345
90,1.716,-102.486090098797
90,1.722,-102.455989662303
90,1.728,-102.439604867254
90,1.734,-102.436277622693
90,1.74,-102.445373463205
90,1.746,-102.466265920101
90,1.752,-102.498319748165
90,1.758,-102.540872578305
90,1.764,-102.593214553941
90,1.77,-102.654565515918
90,1.776,-102.724049342162
90,1.782,-102.800665146121
90,1.788,-102.88325522344
90,1.794,-102.970469950376
90,1.8,-103.060730330691
90,1.806,-103.152189615536
90,1.812,-103.242696431565
90,1.818,-103.329763164376
90,1.824,-103.410544907027
90,1.83,-103.481835923478
90,1.836,-103.540091937425
90,1.842,-103.581487057035
90,1.848,-103.602013010895
90,1.854,-103.597624800298
90,1.86,-103.564430395197
90,1.866,-103.498913063715
90,1.872,-103.398164922331
90,1.878,-103.260102167194
90,1.884,-103.083629537257
90,1.89,-102.868726264866
90,1.896,-102.616438053191
90,1.902,-102.328776468016
90,1.908,-102.008543559784
90,1.914,-101.659110741858
90,1.92,-101.284184374425
90,1.926,-100.887586562255
90,1.932,-100.473071025458
90,1.938,-100.044183890074
90,1.944,-99.6041705418472
90,1.95,-99.1559236728518
90,1.956,-98.7019645107496
90,1.962,-98.2444483990747
90,1.968,-97.7851865796489
90,1.974,-97.3256774641171
90,1.98,-96.8671423256328
90,1.986,-96.4105618696945
90,1.992,-95.9567114052984
90,1.998,-95.5061932975628
90,2.004,-95.0594660659277
90,2.01,-94.616869948524
90,2.016,-94.1786490384617
90,2.022,-93.7449702607547
90,2.028,-93.3159395389201
90,2.034,-92.8916155275601
90,2.04,-92.4720212825702
90,2.046,-92.0571542183415
90,2.052,-91.6469946708042
90,2.058,-91.2415133521565
90,2.064,-90.840677950896
90,2.07,-90.4444591008324
90,2.076,-90.0528359152859
90,2.082,-89.6658012567376
90,2.088,-89.2833668856361
90,2.094,-88.9055686010976
90,2.1,-88.5324714446016
90,2.106,-88.1641749751137
90,2.112,-87.800818523161
90,2.118,-87.442586163308
90,2.124,-87.0897108601477
90,2.13,-86.7424767581835
90,2.136,-86.4012177552379
90,2.142,-86.0663090680946
90,2.148,-85.7381460205922
90,2.154,-85.4170999662662
90,2.16,-85.1034336943755
90,2.166,-84.7971453787987
90,2.172,-84.497686818779
90,2.178,-84.203461309155
90,2.184,-83.910938635037
90,2.19,-83.613119263237
90,2.196,-83.2969461032
90,2.202,-82.9391981653782
90,2.208,-82.5007788533893
90,2.214,-81.9210784481943
90,2.22,-81.1184632445983
90,2.226,-80.0080283418634
90,2.232,-78.5424464668128
90,2.238,-76.7567167030488
90,2.244,-74.7810011790858
90,2.25,-72.8111269692684
90,2.256,-71.051052102189
90,2.262,-69.6387570721575
90,2.268,-68.592091855128
90,2.274,-67.8265018766389
90,2.28,-67.2240674343581
90,2.286,-66.6858300132471
90,2.292,-66.1453272760854
90,2.298,-65.5616084713169
90,2.304,-64.9087273001397
90,2.31,-64.1675679216252
90,2.316,-63.3202423409486
90,2.322,-62.3458738426485
90,2.328,-61.216446205291
90,2.334,-59.8912207550055
90,2.34,-58.3073534302525
90,2.346,-56.3618093243593
90,2.352,-53.8731942444541
90,2.358,-50.5030119787352
90,2.364,-45.8031671798692
90,2.37,-43.2169306112021
90,2.376,-47.7993667925642
90,2.382,-51.8934328637225
90,2.388,-54.8096226936422
90,2.394,-57.0120651093772
90,2.4,-58.7653106065206
90,2.406,-60.2144295249043
90,2.412,-61.4451942622118
90,2.418,-62.5120105410904
90,2.424,-63.4514049497013
90,2.43,-64.2890384309858
90,2.436,-65.0436109565743
90,2.442,-65.7291651289226
90,2.448,-66.3565129104765
90,2.454,-66.9341561976601
90,2.46,-67.4689018392097
90,2.466,-67.9662849717337
90,2.472,-68.4308680483928
90,2.478,-68.8664568884208
90,2.484,-69.2762599105196
90,2.49,-69.6630075805547
90,2.496,-70.0290434366493
90,2.502,-70.3763944426433
90,2.508,-70.7068260628785
90,2.514,-71.0218858784217
90,2.52,-71.3229384950238
90,2.526,-71.6111937524333
90,2.532,-71.8877297234913
90,2.538,-72.1535116192156
90,2.544,-72.4094074465818
90,2.55,-72.6562010681239
90,2.556,-72.8946031659
90,2.562,-73.125260502457
90,2.568,-73.348763788174
90,2.574,-73.5656544006993
90,2.58,-73.7764301530886
90,2.586,-73.9815502690528
90,2.592,-74.1814396937828
90,2.598,-74.3764928451742
90,2.604,-74.5670768914717
90,2.61,-74.75353462631
90,2.616,-74.9361869999999
90,2.622,-75.1153353560925
90,2.628,-75.2912634142414
90,2.634,-75.4642390338213
90,2.64,-75.6345157873448
90,2.646,-75.8023343682299
90,2.652,-75.9679238537194
90,2.658,-76.1315028406045
90,2.664,-76.2932804687384
90,2.67,-76.4534573450462
90,2.676,-76.6122263787778
90,2.682,-76.7697735370301
90,2.688,-76.9262785280534
90,2.694,-77.08191541848
90,2.7,-77.2368531893581
90,2.706,-77.3912562346773
90,2.712,-77.5452848049176
90,2.718,-77.6990953969956
90,2.724,-77.8528410907811
90,2.73,-78.0066718310883
90,2.736,-78.160734652645
90,2.742,-78.3151738439805
90,2.748,-78.4701310443742
90,2.754,-78.6257452659107
90,2.76,-78.7821528302101
90,2.766,-78.9394872064346
90,2.772,-79.0978787335995
90,2.778,-79.2574542058766
90,2.784,-79.4183362942827
90,2.79,-79.580642771667
90,2.796,-79.7444854999552
90,2.802,-79.9099691288172
90,2.808,-80.0771894428829
90,2.814,-80.2462312797847
90,2.82,-80.4171659230416
90,2.826,-80.590047851348
90,2.832,-80.7649106983083
90,2.838,-80.9417622430609
90,2.844,-81.1205782114626
90,2.85,-81.3012946184454
90,2.856,-81.4837983238263
90,2.862,-81.6679154056772
90,2.868,-81.8533968776176
90,2.874,-82.0399011909889
90,2.88,-82.2269728745209
90,2.886,-82.4140165821694
90,2.892,-82.600265760976
90,2.898,-82.7847451428124
90,2.904,-82.9662263503327
90,2.91,-83.1431761534025
90,2.916,-83.3136974089572
90,2.922,-83.47546358316
90,2.928,-83.6256491261798
90,2.934,-83.7608599707879
90,2.94,-83.8770711016203
90,2.946,-83.9695813423008
90,2.952,-84.0329987179162
90,2.958,-84.0612719067401
90,2.964,-84.0477826974878
90,2.97,-83.985508893391
90,2.976,-83.8672549495447
90,2.982,-83.6859286318695
90,2.988,-83.4348190397952
90,2.994,-83.1078107792517
90,3,-82.6994587675452
90,3.006,-82.204853128263
90,3.012,-81.6192213789813
90,3.018,-80.9372337760314
90,3.024,-80.1519786311929
90,3.03,-79.2535362382201
90,3.036,-78.2269775421995
90,3.042,-77.0494048569687
90,3.048,-75.6852458383998
90,3.054,-74.0782141256424
90,3.06,-72.1368888499958
90,3.066,-69.7099149804983
90,3.072,-66.5694177400742
90,3.078,-62.7704122711847
90,3.084,-61.5385376788307
90,3.09,-65.0412667229032
90,3.096,-68.6409858277212
90,3.102,-71.4572793535418
90,3.108,-73.7144585098988
90,3.114,-75.6058254887297
90,3.12,-77.2526855821267
90,3.126,-78.7325019944966
90,3.132,-80.0975730607282
90,3.138,-81.3854031408645
90,3.144,-82.6245667078969
90,3.15,-83.8382020256625
90,3.156,-85.0462186468277
90,3.162,-86.2667623405396
90,3.168,-87.5171805390036
90,3.174,-88.8144980583572
90,3.18,-90.175092726799
90,3.186,-91.6126024070583
90,3.192,-93.1315728774701
90,3.198,-94.7110724205768
90,3.204,-96.2679270802046
90,3.21,-97.5974900492987
90,3.216,-98.3640460064901
90,3.222,-98.3128862160943
90,3.228,-97.5542836908308
90,3.234,-96.4323983418681
90,3.24,-95.222101368887
90,3.246,-94.0568149449984
90,3.252,-92.9827782824765
90,3.258,-92.0078345615743
90,3.264,-91.125690727441
90,3.27,-90.3259817121879
90,3.276,-89.5980817535684
90,3.282,-88.932389642245
90,3.288,-88.3206362546512
90,3.294,-87.7558352692144
90,3.3,-87.2321220554974
90,3.306,-86.7445746416683
90,3.312,-86.2890500133888
90,3.318,-85.8620449397815
90,3.324,-85.4605813842159
90,3.33,-85.0821134909701
90,3.336,-84.7244524860178
90,3.342,-84.3857060727604
90,3.348,-84.0642294179824
90,3.354,-83.7585853638162
90,3.36,-83.467511981101
90,3.366,-83.1898959764579
90,3.372,-82.9247507830912
90,3.378,-82.6711984153173
90,3.384,-82.4284543619784
90,3.39,-82.1958149457811
90,3.396,-81.9726466938154
90,3.402,-81.7583773567003
90,3.408,-81.5524882859149
90,3.414,-81.3545079355114
90,3.42,-81.1640062990649
90,3.426,-80.9805901281047
90,3.432,-80.8038988064404
90,3.438,-80.6336007773205
90,3.444,-80.4693904384668
90,3.45,-80.3109854346407
90,3.456,-80.1581242892501
90,3.462,-80.0105643261586
90,3.468,-79.86807984076
90,3.474,-79.7304604858693
90,3.48,-79.5975098433369
90,3.486,-79.4690441567257
90,3.492,-79.3448912040795
90,3.498,-79.2248892928865
90,3.504,-79.10888636192
90,3.51,-78.9967391768025
90,3.516,-78.8883126079679
90,3.522,-78.7834789812387
90,3.528,-78.6821174925488
90,3.534,-78.5841136794563
90,3.54,-78.489358943045
90,3.546,-78.3977501146287
90,3.552,-78.30918906237
90,3.558,-78.2235823335327
90,3.564,-78.1408408286021
90,3.57,-78.0608795039607
90,3.576,-77.9836171001946
90,3.582,-77.9089758934464
90,3.588,-77.8368814675243
90,3.594,-77.7672625047375
90,3.6,-77.7000505936486
120,1.2,-84.665820804237
120,1.206,-84.7289052701804
120,1.212,-84.7985479500431
120,1.218,-84.8751653626291
120,1.224,-84.9591832992373
120,1.23,-85.0510345411001
120,1.236,-85.1511562698911
120,1.242,-85.2599871979892
120,1.248,-85.3779644596433
120,1.254,-85.5055203193644
120,1.26,-85.6430787690308
120,1.266,-85.7910520994186
120,1.272,-85.9498375441596
120,1.278,-86.1198141034538
120,1.284,-86.3013396602628
120,1.29,-86.4947485024051
120,1.296,-86.7003493594544
120,1.302,-86.9184240534677
120,1.308,-87.1492268476196
120,1.314,-87.3929845574943
120,1.32,-87.6498974671846
120,1.326,-87.920141067887
120,1.332,-88.2038686119254
120,1.338,-88.5012144517296
120,1.344,-88.8122981126977
120,1.35,-89.137229032325
120,1.356,-89.4761118862939
120,1.362,-89.8290524157716
120,1.368,-90.1961636688102
120,1.374,-90.5775725718806
120,1.38,-90.9734267540881
120,1.386,-91.3839015549874
120,1.392,-91.809207155124
120,1.398,-92.249595773967
120,1.404,-92.7053688795185
120,1.41,-93.1768843433209
120,1.416,-93.6645634479344
120,1.422,-94.1688976027703
120,1.428,-94.6904545359264
120,1.434,-95.2298835854909
120,1.44,-95.7879194847433
120,1.446,-96.3653836771285
120,1.452,-96.9631816395928
120,1.458,-97.5822938293646
120,1.464,-98.2237565330643
120,1.47,-98.8886268322441
120,1.476,-99.5779227191597
120,1.482,-100.292524533961
120,1.488,-101.033016569878
120,1.494,-101.799436972079
120,1.5,-102.590889209507
120,1.506,-103.404950085032
120,1.512,-104.23679266069
120,1.518,-105.077944516019
120,1.524,-105.914664370305
120,1.53,-106.726125709463
120,1.536,-107.483054306819
120,1.542,-108.148181160437
120,1.548,-108.6803852647
120,1.554,-109.043499848182
120,1.56,-109.217463969502
120,1.566,-109.205808014369
120,1.572,-109.034274354552
120,1.578,-108.741587640127
120,1.584,-108.368480562161
120,1.59,-107.950170735551
120,1.596,-107.513454234592
120,1.602,-107.076953771201
120,1.608,-106.652715103668
120,1.614,-106.248007662391
120,1.62,-105.866844358006
120,1.626,-105.511111878473
120,1.632,-105.181356502293
120,1.638,-104.877309302001
120,1.644,-104.598228450553
120,1.65,-104.343118239632
120,1.656,-104.110866855544
120,1.662,-103.900331321579
120,1.668,-103.710388361103
120,1.674,-103.539963404915
120,1.68,-103.388045651863
120,1.686,-103.253694274561
120,1.692,-103.136039031434
120,1.698,-103.034277357166
120,1.704,-102.947669228853
120,1.71,-102.875530597403
120,1.716,-102.817225837606
120,1.722,-102.772159444431
120,1.728,-102.739767047846
120,1.734,-102.719505708209
120,1.74,-102.710843372826
120,1.746,-102.713247311534
120,1.752,-102.726171299624
120,1.758,-102.749041278263
120,1.764,-102.781239197095
120,1.77,-102.822084736125
120,1.776,-102.870814623398
120,1.782,-102.92655932596
120,1.788,-102.988317014613
120,1.794,-103.054924915791
120,1.8,-103.125028500913
120,1.806,-103.197049463676
120,1.812,-103.269154135838
120,1.818,-103.339224913876
120,1.824,-103.404838396862
120,1.83,-103.463255184091
120,1.836,-103.511427452943
120,1.842,-103.546031190131
120,1.848,-103.5635297874
120,1.854,-103.560274050722
120,1.86,-103.532640006703
120,1.866,-103.477200088862
120,1.872,-103.390915924332
120,1.878,-103.271333507504
120,1.884,-103.116756282242
120,1.89,-102.926370872892
120,1.896,-102.700305250239
120,1.902,-102.439609462846
120,1.908,-102.146162165085
120,1.914,-101.822518359429
120,1.92,-101.47172175103
120,1.926,-101.097107272099
120,1.932,-100.702116127055
120,1.938,-100.290139087582
120,1.944,-99.864396124177
120,1.95,-99.4278537265414
120,1.956,-98.9831764773798
120,1.962,-98.5327067960071
120,1.968,-98.0784659054422
120,1.974,-97.6221694272318
120,1.98,-97.1652520163589
120,1.986,-96.7088966900745
120,1.992,-96.2540657106598
120,1.998,-95.801530915266
120,2.004,-95.3519021990129
120,2.01,-94.9056534564504
120,2.016,-94.4631457026631
120,2.022,-94.0246473678895
120,2.028,-93.5903519259942
120,2.034,-93.1603931090999
120,2.04,-92.7348580028228
120,2.046,-92.3137983270808
120,2.052,-91.8972401991914
120,2.058,-91.4851926576282
120,2.064,-91.0776552018829
120,2.07,-90.6746245796272
120,2.076,-90.2761010282683
120,2.082,-89.8820941540801
120,2.088,-89.4926286069924
120,2.094,-89.1077496797268
120,2.1,-88.7275289206854
120,2.106,-88.35206979133
120,2.112,-87.9815133046662
120,2.118,-87.6160434247514
120,2.124,-87.2558917416367
120,2.13,-86.9013404823688
120,2.136,-86.5527221388255
120,2.142,-86.2104126460796
120,2.148,-85.8748127052419
120,2.154,-85.5463077567595
120,2.16,-85.2251899281747
120,2.166,-84.9115126163201
120,2.172,-84.6048260507545
120,2.178,-84.3037032616917
120,2.184,-84.0048998998906
120,2.19,-83.7018870605175
120,2.196,-83.3823585379548
120,2.202,-83.0242276822028
120,2.208,-82.5899388738736
120,2.214,-82.0205463639725
120,2.22,-81.2352954127263
120,2.226,-80.1480076166705
120,2.232,-78.7076686472693
120,2.238,-76.9456811877333
120,2.244,-74.99180008663
120,2.25,-73.0439289229238
120,2.256,-71.3062969722135
120,2.262,-69.9128872298207
120,2.268,-68.8766383653832
120,2.274,-68.1118737568106
120,2.28,-67.5032278099757
120,2.286,-66.9551036506132
120,2.292,-66.4035199469817
120,2.298,-65.80894775401
120,2.304,-65.1461458851148
120,2.31,-64.396319399651
120,2.316,-63.5417329333225
120,2.322,-62.5616229165187
120,2.328,-61.4281335815394
120,2.334,-60.1008173991824
120,2.34,-58.5173716247606
120,2.346,-56.5757590901657
120,2.352,-54.0963154360744
120,2.358,-50.7418144848669
120,2.364,-46.0338673100434
120,2.37,-43.1817912569878
120,2.376,-47.7567312776703
120,2.382,-51.9111738524209
120,2.388,-54.8571313370585
120,2.394,-57.0751209488067
120,2.4,-58.8372187113902
120,2.406,-60.2916732296802
120,2.412,-61.5257615544781
120,2.418,-62.5946786714031
120,2.424,-63.535399839167
120,2.43,-64.3738575363323
120,2.436,-65.1289243894455
120,2.442,-65.8147572152843
120,2.448,-66.4422460011408
120,2.454,-67.0199473748676
120,2.46,-67.5547074301186
120,2.466,-68.0520899657902
120,2.472,-68.5166786940601
120,2.478,-68.9522954083615
120,2.484,-69.3621606623966
120,2.49,-69.7490142251949
120,2.496,-70.1152068213007
120,2.502,-70.4627710002925
120,2.508,-70.7934765895302
120,2.514,-71.1088745909047
120,2.52,-71.4103322995289
120,2.526,-71.6990616731026
120,2.532,-71.9761424538032
120,2.538,-72.242541168465
120,2.544,-72.4991268606557
120,2.55,-72.7466842088043
120,2.556,-72.9859245366438
120,2.562,-73.217495111377
120,2.568,-73.4419870410287
120,2.574,-73.6599420182881
120,2.58,-73.8718581086622
120,2.586,-74.0781947422886
120,2.592,-74.2793770386058
120,2.598,-74.4757995692738
120,2.604,-74.6678296458223
120,2.61,-74.8558102033576
120,2.616,-75.0400623394691
120,2.622,-75.2208875575966
120,2.628,-75.398569756068
120,2.634,-75.5733769974171
120,2.64,-75.7455630871471
120,2.646,-75.9153689865939
120,2.652,-76.0830240807713
120,2.658,-76.2487473189161
120,2.664,-76.4127482427671
120,2.67,-76.5752279153235
120,2.676,-76.736379760848
120,2.682,-76.8963903251532
120,2.688,-77.0554399636752
120,2.694,-77.2137034634508
120,2.7,-77.3713506038332
120,2.706,-77.5285466595626
120,2.712,-77.6854528486231
120,2.718,-77.8422267261171
120,2.724,-77.999022524146
120,2.73,-78.1559914363518
120,2.736,-78.3132818443009
120,2.742,-78.4710394812328
120,2.748,-78.6294075267747
120,2.754,-78.78852662398
120,2.76,-78.9485348073694
120,2.766,-79.1095673274486
120,2.772,-79.2717563532869
120,2.778,-79.4352305300078
120,2.784,-79.6001143622457
120,2.79,-79.7665273875081
120,2.796,-79.9345830946162
120,2.802,-80.1043875315906
120,2.808,-80.2760375339997
120,2.814,-80.4496184883193
120,2.82,-80.6252015245197
120,2.826,-80.8028400070689
120,2.832,-80.982565162796
120,2.838,-81.1643806464916
120,2.844,-81.3482557994854
120,2.85,-81.5341173015516
120,2.856,-81.721838851307
