"crack_rot [deg]","Freq [GHz]","dB(S(1,1)) []"
0,1.848,-0.626425898969477
0,1.854,-0.629771392711602
0,1.86,-0.633165589239655
0,1.866,-0.636611050630438
0,1.872,-0.640110496773411
0,1.878,-0.643666817204994
0,1.884,-0.647283083949065
0,1.89,-0.65096256546139
0,1.896,-0.654708741786877
0,1.902,-0.658525321051133
0,1.908,-0.66241625742139
0,1.914,-0.666385770687921
0,1.92,-0.670438367634824
0,1.926,-0.674578865388925
0,1.932,-0.678812416958798
0,1.938,-0.683144539201346
0,1.944,-0.687581143483026
0,1.95,-0.692128569336298
0,1.956,-0.696793621449814
0,1.962,-0.701583610374719
0,1.968,-0.706506397378968
0,1.974,-0.711570443938851
0,1.98,-0.716784866422335
0,1.986,-0.722159496594231
0,1.992,-0.727704948659845
0,1.998,-0.733432693664063
0,2.004,-0.739355142178464
0,2.01,-0.745485736343415
0,2.016,-0.751839052487687
0,2.022,-0.758430915729479
0,2.028,-0.765278528174033
0,2.034,-0.772400612569927
0,2.04,-0.779817573575463
0,2.046,-0.78755167912575
0,2.052,-0.795627264791041
0,2.058,-0.804070964487669
0,2.064,-0.812911971460539
0,2.07,-0.822182334116666
0,2.076,-0.83191729207485
0,2.082,-0.84215565873287
0,2.088,-0.852940257772695
0,2.094,-0.864318422366317
0,2.1,-0.876342567457906
0,2.106,-0.889070847443878
0,2.112,-0.9025679139267
0,2.118,-0.916905791075203
0,2.124,-0.932164889603687
0,2.13,-0.948435184633163
0,2.136,-0.965817587910512
0,2.142,-0.98442555127537
0,2.148,-1.00438694618576
0,2.154,-1.02584627393337
0,2.16,-1.04896727339977
0,2.166,-1.07393600847243
0,2.172,-1.1009645363925
0,2.178,-1.13029528243105
0,2.184,-1.16220627680881
0,2.19,-1.19701744854643
0,2.196,-1.23509822040732
0,2.202,-1.27687671251522
0,2.208,-1.32285094389582
0,2.214,-1.37360252685438
0,2.22,-1.42981348646588
0,2.226,-1.49228701692203
0,2.232,-1.56197322215816
0,2.238,-1.6400011993526
0,2.244,-1.72771923710243
0,2.25,-1.82674545227197
0,2.256,-1.93903193274392
0,2.262,-2.06694646218551
0,2.268,-2.21337728683335
0,2.274,-2.381868308223
0,2.28,-2.57679480819796
0,2.286,-2.80359375671142
0,2.292,-3.0690686481466
0,2.298,-3.38179798328361
0,2.304,-3.75269149903639
0,2.31,-4.19576415018528
0,2.316,-4.72924541546474
0,2.322,-5.37723443327085
0,2.328,-6.17230472005877
0,2.334,-7.15989129907412
0,2.34,-8.40631996930143
0,2.346,-10.0150362881245
0,2.352,-12.163580474461
0,2.358,-15.2010581234167
0,2.364,-19.9359963487654
0,2.37,-26.716773502389
0,2.376,-21.7830810269979
0,2.382,-16.3712794760405
0,2.388,-13.0224490137457
0,2.394,-10.7142025762916
0,2.4,-9.01247542861509
0,2.406,-7.70644399169855
0,2.412,-6.67758893782866
0,2.418,-5.85200994331228
0,2.424,-5.18019310942495
0,2.43,-4.62726179716494
0,2.436,-4.167769196589
0,2.442,-3.78267226443867
0,2.448,-3.45744898638712
0,2.454,-3.18086195464618
0,2.46,-2.94411181114735
0,2.466,-2.74023895750858
0,2.472,-2.56369042800817
0,2.478,-2.41000047799644
0,2.484,-2.27555157466134
0,2.49,-2.15739341815714
0,2.496,-2.05310452826885
0,2.502,-1.96068546141426
0,2.508,-1.8784757865675
0,2.514,-1.80508907272132
0,2.52,-1.73936164211105
0,2.526,-1.6803119217014
0,2.532,-1.627108009618
0,2.538,-1.5790416495592
0,2.544,-1.53550723367318
0,2.55,-1.49598477392813
0,2.556,-1.46002602259166
0,2.562,-1.42724310477076
0,2.568,-1.39729916499879
0,2.574,-1.36990063648887
0,2.58,-1.34479082390687
0,2.586,-1.32174455427099
0,2.592,-1.30056370026361
0,2.598,-1.2810734191435
0,2.604,-1.26311898105504
0,2.61,-1.24656308472581
0,2.616,-1.23128357775484
0,2.622,-1.21717151401308
0,2.628,-1.20412949294671
0,2.634,-1.19207023543909
0,2.64,-1.18091535885225
0,2.646,-1.17059432032371
0,2.652,-1.16104350264598
0,2.658,-1.15220542134387
0,2.664,-1.14402803507809
0,2.67,-1.13646414439224
0,2.676,-1.12947086620365
0,2.682,-1.12300917341098
0,2.688,-1.11704349062902
0,2.694,-1.1115413384254
0,2.7,-1.10647301957299
0,2.706,-1.10181134178646
0,2.712,-1.09753137221336
0,2.718,-1.09361021962543
0,2.724,-1.09002684082683
0,2.73,-1.08676186827889
0,2.736,-1.08379745635144
0,2.742,-1.08111714395995
0,2.748,-1.07870573164558
0,2.754,-1.07654917141003
0,2.76,-1.07463446783545
0,2.766,-1.0729495892071
0,2.772,-1.07148338751803
0,2.778,-1.07022552637434
0,2.784,-1.06916641593965
0,2.79,-1.06829715416223
0,2.796,-1.06760947361806
0,2.802,-1.06709569338248
0,2.808,-1.06674867541083
0,2.814,-1.06656178496912
0,2.82,-1.06652885470728
0,2.826,-1.06664415201398
0,2.832,-1.06690234933166
0,2.838,-1.06729849714606
0,2.844,-1.06782799939563
0,2.85,-1.06848659107305
0,2.856,-1.06927031781624
0,2.862,-1.07017551730675
0,2.868,-1.07119880231279
0,2.874,-1.07233704523121
0,2.88,-1.07358736399706
0,2.886,-1.07494710924342
0,2.892,-1.07641385260556
0,2.898,-1.07798537607433
0,2.904,-1.07965966231313
0,2.91,-1.08143488586135
0,2.916,-1.083309405155
0,2.922,-1.08528175530176
0,2.928,-1.08735064155433
0,2.934,-1.08951493343145
0,2.94,-1.09177365944098
0,2.946,-1.09412600236426
0,2.952,-1.0965712950652
0,2.958,-1.09910901679139
0,2.964,-1.10173878993814
0,2.97,-1.10446037724972
0,2.976,-1.10727367943531
0,2.982,-1.1101787331796
0,2.988,-1.11317570953134
0,2.994,-1.11626491265514
0,3,-1.11944677893471
0,3.006,-1.12272187641766
0,3.012,-1.12609090459482
0,3.018,-1.12955469450857
0,3.024,-1.13311420918744
0,3.03,-1.13677054440626
0,3.036,-1.14052492977293
0,3.042,-1.14437873014576
0,3.048,-1.14833344738685
0,3.054,-1.15239072245977
0,3.06,-1.15655233788198
0,3.066,-1.1608202205447
0,3.072,-1.16519644491593
0,3.078,-1.16968323664454
0,3.084,-1.17428297658652
0,3.09,-1.17899820527739
0,3.096,-1.18383162787817
0,3.102,-1.18878611962526
0,3.108,-1.1938647318193
0,3.114,-1.1990706983908
0,3.12,-1.20440744308596
0,3.126,-1.20987858731986
0,3.132,-1.21548795874991
0,3.138,-1.22123960062768
0,3.144,-1.22713778199351
0,3.15,-1.23318700878493
0,3.156,-1.23939203593704
0,3.162,-1.2457578805612
0,3.168,-1.25228983629683
0,3.174,-1.25899348894111
0,3.18,-1.2658747334714
0,3.186,-1.2729397925872
0,3.192,-1.28019523691127
0,3.198,-1.28764800700313
0,3.204,-1.29530543735437
0,3.21,-1.30317528255187
0,3.216,-1.31126574581415
0,3.222,-1.31958551012727
0,3.228,-1.32814377222951
0,3.234,-1.3369502797202
0,3.24,-1.34601537159645
0,3.246,-1.3553500225531
0,3.252,-1.36496589141666
0,3.258,-1.37487537412267
0,3.264,-1.38509166168977
0,3.27,-1.39562880369179
0,3.276,-1.40650177778306
0,3.282,-1.41772656589203
0,3.288,-1.42932023776517
0,3.294,-1.44130104261726
0,3.3,-1.45368850972772
0,3.306,-1.46650355891472
0,3.312,-1.47976862192285
0,3.318,-1.49350777587531
0,3.324,-1.50774689007099
0,3.33,-1.52251378755098
0,3.336,-1.53783842302047
0,3.342,-1.55375307889221
0,3.348,-1.57029258141948
0,3.354,-1.5874945391117
0,3.36,-1.60539960587782
0,3.366,-1.62405177162382
0,3.372,-1.64349868334526
0,3.378,-1.66379200010625
0,3.384,-1.68498778568767
0,3.39,-1.70714694312336
0,3.396,-1.73033569582812
0,3.402,-1.75462612056075
0,3.408,-1.78009673806312
0,3.414,-1.80683316787929
0,3.42,-1.83492885458936
0,3.426,-1.86448587349873
0,3.432,-1.8956158247072
0,3.438,-1.92844082544831
0,3.444,-1.96309461164017
0,3.45,-1.99972376072521
0,3.456,-2.03848904909691
0,3.462,-2.07956695871183
0,3.468,-2.12315134885711
0,3.474,-2.16945531047436
0,3.48,-2.2187132219104
0,3.486,-2.27118302644924
0,3.492,-2.32714875344339
0,3.498,-2.38692330626402
0,3.504,-2.45085154158069
0,3.51,-2.51931366560414
0,3.516,-2.59272897382418
0,3.522,-2.67155996139543
0,3.528,-2.75631683163045
0,3.534,-2.84756243005629
0,3.54,-2.94591763124263
0,3.546,-3.0520672053008
0,3.552,-3.16676619093343
0,3.558,-3.29084680280354
0,3.564,-3.42522590378793
0,3.57,-3.57091307892622
0,3.576,-3.72901935987464
0,3.582,-3.900766669748
0,3.588,-4.08749809309159
0,3.594,-4.29068913088532
0,3.6,-4.51196018485007
30,1.2,-0.36350887298579
30,1.206,-0.364993069712547
30,1.212,-0.366524888286841
30,1.218,-0.368102171415693
30,1.224,-0.369722824782356
30,1.23,-0.371384816769897
30,1.236,-0.373086178128904
30,1.242,-0.374825001591925
30,1.248,-0.376599441437197
30,1.254,-0.378407713004136
30,1.26,-0.38024809216308
30,1.266,-0.382118914741754
30,1.272,-0.384018575910801
30,1.278,-0.385945529530816
30,1.284,-0.387898287463119
30,1.29,-0.389875418846659
30,1.296,-0.391875549343204
30,1.302,-0.39389736035308
30,1.308,-0.395939588203592
30,1.314,-0.398001023312304
30,1.32,-0.400080509327172
30,1.326,-0.402176942245695
30,1.332,-0.404289269514991
30,1.338,-0.406416489114831
30,1.344,-0.408557648625519
30,1.35,-0.410711844282541
30,1.356,-0.412878220019818
30,1.362,-0.415055966503403
30,1.368,-0.417244320157368
30,1.374,-0.419442562183699
30,1.38,-0.421650017577826
30,1.386,-0.423866054141536
30,1.392,-0.426090081494914
30,1.398,-0.428321550088909
30,1.404,-0.430559950220125
30,1.41,-0.43280481104944
30,1.416,-0.435055699625909
30,1.422,-0.43731221991757
30,1.428,-0.43957401185055
30,1.434,-0.441840750357994
30,1.44,-0.444112144440254
30,1.446,-0.446387936237733
30,1.452,-0.448667900117848
30,1.458,-0.45095184177746
30,1.464,-0.453239597362172
30,1.47,-0.455531032603874
30,1.476,-0.457826041977848
30,1.482,-0.460124547880852
30,1.488,-0.462426499831461
30,1.494,-0.464731873694036
30,1.5,-0.467040670927673
30,1.506,-0.469352917861437
30,1.512,-0.471668664997263
30,1.518,-0.473987986341857
30,1.524,-0.476310978768933
30,1.53,-0.478637761413247
30,1.536,-0.48096847509773
30,1.542,-0.483303281795161
30,1.548,-0.485642364125882
30,1.554,-0.487985924892944
30,1.56,-0.490334186656224
30,1.566,-0.492687391347064
30,1.572,-0.495045799925041
30,1.578,-0.497409692078475
30,1.584,-0.499779365970371
30,1.59,-0.502155138031656
30,1.596,-0.504537342803405
30,1.602,-0.506926332830125
30,1.608,-0.509322478606008
30,1.614,-0.511726168576328
30,1.62,-0.514137809196199
30,1.626,-0.516557825048985
30,1.632,-0.518986659026983
30,1.638,-0.521424772576855
30,1.644,-0.523872646012736
30,1.65,-0.526330778899932
30,1.656,-0.52879969051243
30,1.662,-0.531279920367567
30,1.668,-0.533772028841585
30,1.674,-0.536276597869889
30,1.68,-0.538794231736252
30,1.686,-0.54132555795545
30,1.692,-0.543871228254264
30,1.698,-0.546431919655903
30,1.704,-0.549008335673765
30,1.71,-0.551601207620422
30,1.716,-0.554211296038574
30,1.722,-0.556839392261117
30,1.728,-0.559486320108069
30,1.734,-0.562152937728856
30,1.74,-0.564840139599043
30,1.746,-0.567548858681605
30,1.752,-0.570280068763452
30,1.758,-0.57303478697914
30,1.764,-0.575814076534624
30,1.77,-0.578619049645115
30,1.776,-0.581450870702388
30,1.782,-0.584310759688393
30,1.788,-0.587199995853452
30,1.794,-0.590119921679198
30,1.8,-0.593071947148279
30,1.806,-0.596057554344956
30,1.812,-0.59907830241309
30,1.818,-0.60213583290067
30,1.824,-0.605231875522837
30,1.83,-0.608368254378614
30,1.836,-0.611546894660134
30,1.842,-0.614769829897026
30,1.848,-0.61803920978319
30,1.854,-0.621357308637917
30,1.86,-0.624726534558922
30,1.866,-0.628149439330956
30,1.872,-0.63162872916043
30,1.878,-0.635167276314252
30,1.884,-0.638768131749618
30,1.89,-0.642434538831035
30,1.896,-0.646169948241872
30,1.902,-0.649978034209723
30,1.908,-0.653862712178676
30,1.914,-0.657828158077013
30,1.92,-0.661878829346371
30,1.926,-0.66601948791804
30,1.932,-0.670255225344688
30,1.938,-0.674591490320856
30,1.944,-0.679034118854785
30,1.95,-0.683589367386629
30,1.956,-0.688263949185787
30,1.962,-0.693065074402574
30,1.968,-0.698000494198442
30,1.974,-0.703078549434991
30,1.98,-0.708308224465746
30,1.986,-0.713699206649211
30,1.992,-0.719261952286008
30,1.998,-0.725007759781354
30,2.004,-0.73094885094748
30,2.01,-0.73709846149169
30,2.016,-0.74347094188861
30,2.022,-0.750081870012048
30,2.028,-0.756948177108856
30,2.034,-0.764088288938651
30,2.04,-0.771522284185816
30,2.046,-0.779272072582149
30,2.052,-0.787361595568854
30,2.058,-0.795817052786821
30,2.064,-0.804667158228312
30,2.07,-0.813943430528375
30,2.076,-0.823680522640552
30,2.082,-0.833916597055258
30,2.088,-0.844693753810513
30,2.094,-0.856058519852974
30,2.1,-0.868062409879795
30,2.106,-0.88076257068723
30,2.112,-0.894222523344684
30,2.118,-0.908513020294578
30,2.124,-0.923713037863799
30,2.13,-0.939910928808263
30,2.136,-0.957205764580089
30,2.142,-0.975708903240782
30,2.148,-0.99554582663943
30,2.154,-1.01685830001042
30,2.16,-1.0398069190066
30,2.166,-1.0645741239955
30,2.172,-1.09136778001854
30,2.178,-1.1204254441947
30,2.184,-1.15201947191304
30,2.19,-1.18646315069653
30,2.196,-1.22411809849469
30,2.202,-1.26540322449672
30,2.208,-1.31080562949301
30,2.214,-1.36089392487973
30,2.22,-1.41633458200961
30,2.226,-1.47791209673002
30,2.232,-1.54655398115595
30,2.238,-1.62336189447744
30,2.244,-1.70965062230769
30,2.25,-1.80699714502388
30,2.256,-1.91730274934125
30,2.262,-2.04287210486008
30,2.268,-2.18651455197517
30,2.274,-2.35167468462395
30,2.28,-2.54260190253076
30,2.286,-2.76457234579382
30,2.292,-3.02418218154988
30,2.298,-3.32973979918987
30,2.304,-3.69179838950039
30,2.31,-4.12389423382079
30,2.316,-4.64359943678849
30,2.322,-5.27408187355501
30,2.328,-6.04653823985371
30,2.334,-7.00424644889519
30,2.34,-8.20988210656017
30,2.346,-9.7600632972781
30,2.352,-11.8177917371063
30,2.358,-14.6955627283998
30,2.364,-19.094980070165
30,2.37,-25.8407242424144
30,2.376,-22.657098059598
30,2.382,-16.9225514305051
30,2.388,-13.3891895908484
30,2.394,-10.9789017253917
30,2.4,-9.21340506811668
30,2.406,-7.86405971209543
30,2.412,-6.80414811156426
30,2.418,-5.95548161930227
30,2.424,-5.26606404177768
30,2.43,-4.69946558680679
30,2.436,-4.22920891844752
30,2.442,-3.83553675058262
30,2.448,-3.50341579574214
30,2.454,-3.22123372999774
30,2.46,-2.97991115607078
30,2.466,-2.77227623833593
30,2.472,-2.59261323056276
30,2.478,-2.43633026694308
30,2.484,-2.29971122163816
30,2.49,-2.17972809823622
30,2.496,-2.07389773136263
30,2.502,-1.98017136301223
30,2.508,-1.89684887818951
30,2.514,-1.82251171183883
30,2.52,-1.75597001010002
30,2.526,-1.69622075493308
30,2.532,-1.64241437874543
30,2.538,-1.59382799574008
30,2.544,-1.54984382121728
30,2.55,-1.50993168200053
30,2.556,-1.47363477083181
30,2.562,-1.44055798662664
30,2.568,-1.41035834650712
30,2.574,-1.38273706590232
30,2.58,-1.35743298805543
30,2.586,-1.33421711016446
30,2.592,-1.31288800468908
30,2.598,-1.29326797450278
30,2.604,-1.27519981213803
30,2.61,-1.25854405830835
30,2.616,-1.24317667467898
30,2.622,-1.22898706162764
30,2.628,-1.21587636435959
30,2.634,-1.20375602088479
30,2.64,-1.19254651355041
30,2.646,-1.1821762924523
30,2.652,-1.17258084444026
30,2.658,-1.16370188583161
30,2.664,-1.15548666055117
30,2.67,-1.14788732837687
30,2.676,-1.1408604304125
30,2.682,-1.13436642092961
30,2.688,-1.12836925639667
30,2.694,-1.12283603391053
30,2.7,-1.11773667240963
30,2.706,-1.11304363102564
30,2.712,-1.10873165974906
30,2.718,-1.10477757827537
30,2.724,-1.10116007948061
30,2.73,-1.09785955446927
30,2.736,-1.09485793655594
30,2.742,-1.09213856189853
30,2.748,-1.08968604480504
30,2.754,-1.08748616599533
30,2.76,-1.08552577232244
30,2.766,-1.08379268664863
30,2.772,-1.08227562673638
30,2.778,-1.08096413215607
30,2.784,-1.07984849833491
30,2.79,-1.07891971697772
30,2.796,-1.07816942218244
30,2.802,-1.07758984165309
30,2.808,-1.0771737524829
30,2.814,-1.07691444104096
30,2.82,-1.07680566654906
30,2.826,-1.07684162798186
30,2.832,-1.0770169339645
30,2.838,-1.07732657537746
30,2.844,-1.07776590041026
30,2.85,-1.07833059183331
30,2.856,-1.07901664628186
30,2.862,-1.07982035536768
30,2.868,-1.08073828845347
30,2.874,-1.08176727694202
30,2.88,-1.08290439994733
30,2.886,-1.0841469712285
30,2.892,-1.08549252727917
30,2.898,-1.08693881647607
30,2.904,-1.08848378920016
30,2.91,-1.090125588852
30,2.916,-1.09186254369121
30,2.922,-1.09369315943671
30,2.928,-1.09561611257065
30,2.934,-1.09763024429501
30,2.94,-1.09973455509451
30,2.946,-1.10192819986469
30,2.952,-1.1042104835682
30,2.958,-1.10658085738603
30,2.964,-1.10903891533437
30,2.97,-1.11158439132111
30,2.976,-1.1142171566189
30,2.982,-1.11693721773481
30,2.988,-1.11974471465928
30,2.994,-1.1226399194798
30,3,-1.12562323534661
30,3.006,-1.12869519578121
30,3.012,-1.13185646431946
30,3.018,-1.13510783448409
30,3.024,-1.13845023008335
30,3.03,-1.14188470583477
30,3.036,-1.14541244831479
30,3.042,-1.14903477723776
30,3.048,-1.15275314706939
30,3.054,-1.15656914898232
30,3.06,-1.16048451316375
30,3.066,-1.16450111148713
30,3.072,-1.16862096056283
30,3.078,-1.17284622518492
30,3.084,-1.17717922219404
30,3.09,-1.18162242477957
30,3.096,-1.18617846724656
30,3.102,-1.19085015027726
30,3.108,-1.19564044671961
30,3.114,-1.20055250793968
30,3.12,-1.20558967077845
30,3.126,-1.2107554651584
30,3.132,-1.21605362238961
30,3.138,-1.22148808423078
30,3.144,-1.22706301276607
30,3.15,-1.23278280116467
30,3.156,-1.23865208539734
30,3.162,-1.24467575699088
30,3.168,-1.25085897691035
30,3.174,-1.2572071906671
30,3.18,-1.26372614476096
30,3.186,-1.27042190457536
30,3.192,-1.27730087385623
30,3.198,-1.28436981591824
30,3.204,-1.29163587673661
30,3.21,-1.29910661009841
30,3.216,-1.30679000500446
30,3.222,-1.31469451553288
30,3.228,-1.32282909339583
30,3.234,-1.33120322344538
30,3.24,-1.33982696241001
30,3.246,-1.3487109811724
30,3.252,-1.35786661093126
30,3.258,-1.36730589362559
30,3.264,-1.37704163703913
30,3.27,-1.3870874750468
30,3.276,-1.39745793351376
30,3.282,-1.4081685024118
30,3.288,-1.41923571477841
30,3.294,-1.4306772332109
30,3.3,-1.44251194466291
30,3.306,-1.45476006439415
30,3.312,-1.46744325001701
30,3.318,-1.48058472668757
30,3.324,-1.49420942460421
30,3.33,-1.50834413010589
30,3.336,-1.52301765180644
30,3.342,-1.53826100336154
30,3.348,-1.55410760464486
30,3.354,-1.57059350330951
30,3.36,-1.58775761893449
30,3.366,-1.60564201220468
30,3.372,-1.62429218185089
30,3.378,-1.64375739238518
30,3.384,-1.66409103601197
30,3.39,-1.68535103247788
30,3.396,-1.70760027104973
30,3.402,-1.73090709928185
30,3.408,-1.75534586375818
30,3.414,-1.78099750857253
30,3.42,-1.80795023794945
30,3.426,-1.83630025010987
30,3.432,-1.86615255025624
30,3.438,-1.89762185139233
30,3.444,-1.93083357260774
30,3.45,-1.96592494544596
30,3.456,-2.00304624003765
30,3.462,-2.04236212381459
30,3.468,-2.08405316681775
30,3.474,-2.12831750886613
30,3.48,-2.17537270514581
30,3.486,-2.22545776809136
30,3.492,-2.27883542473783
30,3.498,-2.33579460998692
30,3.504,-2.39665321741732
30,3.51,-2.46176113032865
30,3.516,-2.53150355659395
30,3.522,-2.60630469155977
30,3.528,-2.68663173363738
30,3.534,-2.77299927736416
30,3.54,-2.86597410860852
30,3.546,-2.96618042635861
30,3.552,-3.07430551540019
30,3.558,-3.19110589456901
30,3.564,-3.31741396684394
30,3.57,-3.45414520139973
30,3.576,-3.60230588548019
30,3.582,-3.76300149793537
30,3.588,-3.93744577984136
30,3.594,-4.1269706154495
30,3.6,-4.33303689518186
60,1.2,-0.364346477647594
60,1.206,-0.365868517213109
60,1.212,-0.367438931925931
60,1.218,-0.369055545070674
60,1.224,-0.370716242071699
60,1.23,-0.372418970240389
60,1.236,-0.374161738467404
60,1.242,-0.375942616862469
60,1.248,-0.377759736344166
60,1.254,-0.379611288182101
60,1.26,-0.381495523493901
60,1.266,-0.383410752699375
60,1.272,-0.385355344934196
60,1.278,-0.387327727425336
60,1.284,-0.389326384830568
60,1.29,-0.391349858544229
60,1.296,-0.393396745971406
60,1.302,-0.395465699772682
60,1.308,-0.3975554270816
60,1.314,-0.399664688696813
60,1.32,-0.401792298251026
60,1.326,-0.403937121358681
60,1.332,-0.406098074744341
60,1.338,-0.408274125353688
60,1.344,-0.410464289449002
60,1.35,-0.412667631691008
60,1.356,-0.414883264208825
60,1.362,-0.41711034565987
60,1.368,-0.419348080281416
60,1.374,-0.421595716935517
60,1.38,-0.423852548148993
60,1.386,-0.426117909150142
60,1.392,-0.428391176903752
60,1.398,-0.430671769146058
60,1.404,-0.4329591434212
60,1.41,-0.43525279612071
60,1.416,-0.437552261527565
60,1.422,-0.439857110866304
60,1.428,-0.442166951360677
60,1.434,-0.444481425300309
60,1.44,-0.44680020911776
60,1.446,-0.449123012477497
60,1.452,-0.451449577378091
60,1.458,-0.453779677269099
60,1.464,-0.456113116183977
60,1.47,-0.45844972789042
60,1.476,-0.460789375059484
60,1.482,-0.463131948454846
60,1.488,-0.465477366143549
60,1.494,-0.467825572729618
60,1.5,-0.470176538611849
60,1.506,-0.47253025926717
60,1.512,-0.474886754560919
60,1.518,-0.477246068085397
60,1.524,-0.479608266528095
60,1.53,-0.481973439070988
60,1.536,-0.484341696822298
60,1.542,-0.486713172282154
60,1.548,-0.48908801884366
60,1.554,-0.491466410330781
60,1.56,-0.493848540574652
60,1.566,-0.496234623029815
60,1.572,-0.498624890432041
60,1.578,-0.50101959449935
60,1.584,-0.503419005678003
60,1.59,-0.505823412935203
60,1.596,-0.508233123600384
60,1.602,-0.510648463257028
60,1.608,-0.513069775687019
60,1.614,-0.515497422869646
60,1.62,-0.517931785037567
60,1.626,-0.520373260791945
60,1.632,-0.522822267279419
60,1.638,-0.525279240433354
60,1.644,-0.527744635282363
60,1.65,-0.530218926328895
60,1.656,-0.532702608001201
60,1.662,-0.53519619518196
60,1.668,-0.537700223817245
60,1.674,-0.540215251609707
60,1.68,-0.542741858800084
60,1.686,-0.545280649041602
60,1.692,-0.547832250372015
60,1.698,-0.550397316288484
60,1.704,-0.552976526930973
60,1.71,-0.555570590380115
60,1.716,-0.558180244076201
60,1.722,-0.560806256366318
60,1.728,-0.563449428187387
60,1.734,-0.566110594893449
60,1.74,-0.56879062823623
60,1.746,-0.571490438508953
60,1.752,-0.574210976864006
60,1.758,-0.576953237816328
60,1.764,-0.579718261945164
60,1.77,-0.582507138808117
60,1.776,-0.585321010082781
60,1.782,-0.588161072952527
60,1.788,-0.591028583754597
60,1.794,-0.59392486191051
60,1.8,-0.596851294160486
60,1.806,-0.599809339125903
60,1.812,-0.602800532225975
60,1.818,-0.605826490977541
60,1.824,-0.60888892070966
60,1.83,-0.611989620727882
60,1.836,-0.615130490966677
60,1.842,-0.618313539172326
60,1.848,-0.621540888663079
60,1.854,-0.624814786718116
60,1.86,-0.62813761365248
60,1.866,-0.631511892641056
60,1.872,-0.634940300361592
60,1.878,-0.638425678534247
60,1.884,-0.641971046443899
60,1.89,-0.645579614540714
60,1.896,-0.649254799225581
60,1.902,-0.653000238938761
60,1.908,-0.656819811684111
60,1.914,-0.660717654136319
60,1.92,-0.664698182496152
60,1.926,-0.668766115278264
60,1.932,-0.672926498238537
60,1.938,-0.677184731672992
60,1.944,-0.681546600349307
60,1.95,-0.686018306364344
60,1.956,-0.690606505258658
