"d [mm]","Freq [GHz]","dB(S(1,1)) []"
12,1.716,-0.337078575949868
12,1.722,-0.339056717109142
12,1.728,-0.341073225823932
12,1.734,-0.343129655639972
12,1.74,-0.345227633059367
12,1.746,-0.347368861644288
12,1.752,-0.349555126391729
12,1.758,-0.351788298399955
12,1.764,-0.354070339848948
12,1.77,-0.356403309319047
12,1.776,-0.358789367474277
12,1.782,-0.361230783138906
12,1.788,-0.363729939798635
12,1.794,-0.366289342560336
12,1.8,-0.368911625607549
12,1.806,-0.371599560192243
12,1.812,-0.374356063207098
12,1.818,-0.377184206386735
12,1.824,-0.380087226190811
12,1.83,-0.383068534427038
12,1.836,-0.386131729677604
12,1.842,-0.389280609598815
12,1.848,-0.392519184170465
12,1.854,-0.395851689979138
12,1.86,-0.399282605628017
12,1.866,-0.402816668375097
12,1.872,-0.406458892112253
12,1.878,-0.410214586809084
12,1.884,-0.414089379558505
12,1.89,-0.418089237375422
12,1.896,-0.422220491916128
12,1.902,-0.426489866303998
12,1.908,-0.430904504267424
12,1.914,-0.435472001818613
12,1.92,-0.440200441727502
12,1.926,-0.445098431073581
12,1.932,-0.450175142190979
12,1.938,-0.455440357358411
12,1.944,-0.460904517626924
12,1.95,-0.466578776224781
12,1.956,-0.472475057031569
12,1.962,-0.478606118673306
12,1.968,-0.484985624858148
12,1.974,-0.491628221649332
12,1.98,-0.498549622459772
12,1.986,-0.50576670165288
12,1.992,-0.513297597748343
12,1.998,-0.521161827362513
12,2.004,-0.529380411162799
12,2.01,-0.53797601328744
12,2.016,-0.54697309587972
12,2.022,-0.55639809061337
12,2.028,-0.566279589348398
12,2.034,-0.5766485563603
12,2.04,-0.587538564936715
12,2.046,-0.598986061543338
12,2.052,-0.611030661234403
12,2.058,-0.623715478534507
12,2.064,-0.637087498661821
12,2.07,-0.651197994714702
12,2.076,-0.666102997324459
12,2.082,-0.681863824310848
12,2.088,-0.698547679092733
12,2.094,-0.716228328039503
12,2.1,-0.734986868642049
12,2.106,-0.754912602386133
12,2.112,-0.776104028589441
12,2.118,-0.798669978291754
12,2.124,-0.822730910659153
12,2.13,-0.848420398391035
12,2.136,-0.87588683344324
12,2.142,-0.905295390171985
12,2.148,-0.93683028997374
12,2.154,-0.970697419905414
12,2.16,-1.00712736794067
12,2.166,-1.0463789498523
12,2.172,-1.0887433177066
12,2.178,-1.13454875823719
12,2.184,-1.18416631171423
12,2.19,-1.23801636932374
12,2.196,-1.29657644076492
12,2.202,-1.36039032533881
12,2.208,-1.43007897126138
12,2.214,-1.50635337188821
12,2.22,-1.59002992737226
12,2.226,-1.68204880044129
12,2.232,-1.78349592141763
12,2.238,-1.89562945836749
12,2.244,-2.01991177451369
12,2.25,-2.1580481625708
12,2.256,-2.31203399740547
12,2.262,-2.48421241861794
12,2.268,-2.67734529576698
12,2.274,-2.89470112367804
12,2.28,-3.14016477706438
12,2.286,-3.4183759431454
12,2.292,-3.73490592030769
12,2.298,-4.09648696041981
12,2.304,-4.51131556359568
12,2.31,-4.98946310592335
12,2.316,-5.5434475190428
12,2.322,-6.18905513393979
12,2.328,-6.94656473637093
12,2.334,-7.84263956245372
12,2.34,-8.91335794868847
12,2.346,-10.2092007253997
12,2.352,-11.803218961344
12,2.358,-13.8026115504876
12,2.364,-16.3486190984686
12,2.37,-19.4517908486726
12,2.376,-21.7725041664753
12,2.382,-20.3335847267677
12,2.388,-17.2110462227964
12,2.394,-14.511252205826
12,2.4,-12.3920261601664
12,2.406,-10.7139357552114
12,2.412,-9.35834705259823
12,2.418,-8.24379071070917
12,2.424,-7.31444560179013
12,2.43,-6.53086967734006
12,2.436,-5.86423960778236
12,2.442,-5.29285671965821
12,2.448,-4.79998057929766
12,2.454,-4.37243924277222
12,2.46,-3.9997047434277
12,2.466,-3.67325620555214
12,2.472,-3.3861269112295
12,2.478,-3.13257306916665
12,2.484,-2.90782575433833
12,2.49,-2.70790141450399
12,2.496,-2.52945473704872
12,2.502,-2.36966287467392
12,2.508,-2.22613334770023
12,2.514,-2.09683011886298
12,2.52,-1.98001380656372
12,2.526,-1.87419302170443
12,2.532,-1.77808453747809
12,2.538,-1.69058052767644
12,2.544,-1.61072149881039
12,2.55,-1.53767383479656
12,2.556,-1.47071109700943
12,2.562,-1.40919839553952
12,2.568,-1.35257928244295
12,2.574,-1.30036472385684
12,2.58,-1.25212379183342
12,2.586,-1.20747578361267
12,2.592,-1.16608352957017
12,2.598,-1.12764769410385
12,2.604,-1.09190190845921
12,2.61,-1.05860860264158
12,2.616,-1.02755542645415
12,2.622,-0.998552168377565
12,2.628,-0.971428096292143
12,2.634,-0.946029656593801
12,2.64,-0.922218478585842
12,2.646,-0.899869639560266
12,2.652,-0.878870153044741
12,2.658,-0.859117648554982
12,2.664,-0.840519216072453
12,2.67,-0.822990392539787
12,2.676,-0.806454271073289
12,2.682,-0.790840716449079
12,2.688,-0.776085672821379
12,2.694,-0.762130551655529
12,2.7,-0.748921689567908
12,2.706,-0.736409867212182
12,2.712,-0.724549881579365
12,2.718,-0.713300165123119
12,2.724,-0.702622446011837
12,2.73,-0.692481444568545
12,2.736,-0.682844601610268
12,2.742,-0.673681834955744
12,2.748,-0.664965320849607
12,2.754,-0.65666929746355
12,2.76,-0.648769887990584
12,2.766,-0.641244941155953
12,2.772,-0.634073887234389
12,2.778,-0.627237607894093
12,2.784,-0.620718318388438
12,2.79,-0.61449946079085
12,2.796,-0.608565607120452
12,2.802,-0.602902371339039
12,2.808,-0.597496329315959
12,2.814,-0.592334945959528
12,2.82,-0.587406508802808
12,2.826,-0.58270006741011
12,2.832,-0.578205378039819
12,2.838,-0.573912853059841
12,2.844,-0.569813514666076
12,2.85,-0.565898952501562
12,2.856,-0.56216128481626
12,2.862,-0.55859312284466
12,2.868,-0.555187538111697
12,2.874,-0.551938032406669
12,2.88,-0.548838510191454
12,2.886,-0.545883253232345
12,2.892,-0.543066897266107
12,2.898,-0.54038441052918
12,2.904,-0.537831073995961
12,2.91,-0.535402463186992
12,2.916,-0.533094431421292
12,2.922,-0.530903094399418
12,2.928,-0.52882481601441
12,2.934,-0.526856195298107
12,2.94,-0.524994054418678
12,2.946,-0.523235427653842
12,2.952,-0.521577551271108
12,2.958,-0.520017854253419
12,2.964,-0.518553949814313
12,2.97,-0.517183627652638
12,2.976,-0.515904846901567
12,2.982,-0.514715729731721
12,2.988,-0.513614555572256
12,2.994,-0.512599755917934
12,3,-0.511669909693907
12,3.006,-0.510823739153359
12,3.012,-0.510060106286594
12,3.018,-0.509378009723086
12,3.024,-0.508776582111136
12,3.03,-0.508255087962479
12,3.036,-0.507812921952065
12,3.042,-0.507449607665725
12,3.048,-0.50716479679134
12,3.054,-0.506958268751353
12,3.06,-0.506829930777419
12,3.066,-0.506779818430377
12,3.072,-0.506808096571507
12,3.078,-0.506915060793602
12,3.084,-0.50710113932346
12,3.09,-0.50736689541013
12,3.096,-0.507713030216308
12,3.102,-0.508140386233841
12,3.108,-0.508649951247329
12,3.114,-0.509242862873923
12,3.12,-0.509920413711149
12,3.126,-0.510684057129068
12,3.132,-0.511535413747687
12,3.138,-0.512476278645662
12,3.144,-0.513508629352003
12,3.15,-0.514634634678514
12,3.156,-0.515856664457551
12,3.162,-0.517177300257113
12,3.168,-0.518599347153567
12,3.174,-0.520125846651346
12,3.18,-0.521760090849325
12,3.186,-0.523505637964706
12,3.192,-0.525366329337988
12,3.198,-0.527346308056656
12,3.204,-0.529450039351065
12,3.21,-0.531682332933553
12,3.216,-0.534048367471856
12,3.222,-0.536553717410088
12,3.228,-0.539204382375777
12,3.234,-0.542006819439696
12,3.24,-0.544967978527326
12,3.246,-0.548095341316959
12,3.252,-0.551396964000426
12,3.258,-0.554881524328862
12,3.264,-0.558558373418811
12,3.27,-0.562437592853968
12,3.276,-0.566530057686204
12,3.282,-0.570847506017571
12,3.288,-0.575402615934049
12,3.294,-0.580209090663846
12,3.3,-0.585281752949665
12,3.306,-0.590636649758681
12,3.312,-0.596291168607713
12,3.318,-0.602264166958665
12,3.324,-0.608576116343591
12,3.33,-0.615249263114703
12,3.336,-0.622307807987932
12,3.342,-0.629778106864318
12,3.348,-0.63768889578071
12,3.354,-0.646071543267134
12,3.36,-0.654960333884133
12,3.366,-0.6643927872913
12,3.372,-0.674410017872666
12,3.378,-0.685057140733161
12,3.384,-0.696383730803131
12,3.39,-0.708444342869741
12,3.396,-0.721299101623536
12,3.402,-0.735014372300123
12,3.408,-0.749663524251455
12,3.414,-0.765327801846452
12,3.42,-0.782097319533941
12,3.426,-0.800072200768081
12,3.432,-0.819363883876321
12,3.438,-0.840096621932093
12,3.444,-0.862409208383583
12,3.45,-0.886456965702833
12,3.456,-0.912414040787579
12,3.462,-0.940476058411697
12,3.468,-0.970863192823698
12,3.474,-1.00382372777319
12,3.48,-1.03963818691039
12,3.486,-1.07862412969898
12,3.492,-1.12114172263382
12,3.498,-1.16760021137944
12,3.504,-1.21846543581053
12,3.51,-1.2742685456387
12,3.516,-1.33561608723877
12,3.522,-1.40320163889419
12,3.528,-1.47781916618507
12,3.534,-1.5603782424047
12,3.54,-1.6519212161712
12,3.546,-1.75364228715589
12,3.552,-1.86690823613393
12,3.558,-1.99328019384332
12,3.564,-2.13453524297524
12,3.57,-2.29268570598154
12,3.576,-2.46999249393813
12,3.582,-2.66896660526896
12,3.588,-2.89234936957855
12,3.594,-3.14305676705188
12,3.6,-3.42406535992015
14,1.2,-0.230570838992702
14,1.206,-0.231809565497513
14,1.212,-0.233048891338672
14,1.218,-0.234288912343459
14,1.224,-0.235529725879116
14,1.23,-0.236771430964851
14,1.236,-0.238014128385232
14,1.242,-0.239257920805151
14,1.248,-0.240502912886541
14,1.254,-0.241749211406955
14,1.26,-0.242996925380267
14,1.266,-0.244246166179581
14,1.272,-0.245497047662571
14,1.278,-0.246749686299449
14,1.284,-0.248004201303712
14,1.29,-0.24926071476591
14,1.296,-0.250519351790609
14,1.302,-0.251780240636763
14,1.308,-0.25304351286176
14,1.314,-0.254309303469282
14,1.32,-0.255577751061314
14,1.326,-0.256848997994485
14,1.332,-0.258123190541035
14,1.338,-0.259400479054644
14,1.344,-0.260681018141444
14,1.35,-0.261964966836474
14,1.356,-0.263252488785921
14,1.362,-0.264543752435412
14,1.368,-0.265838931224783
14,1.374,-0.267138203789577
14,1.38,-0.268441754169728
14,1.386,-0.269749772025782
14,1.392,-0.271062452863051
14,1.398,-0.272379998264173
14,1.404,-0.273702616130495
14,1.41,-0.275030520932766
14,1.416,-0.276363933971674
14,1.422,-0.277703083648677
14,1.428,-0.279048205747797
14,1.434,-0.280399543728855
14,1.44,-0.281757349032862
14,1.446,-0.28312188140014
14,1.452,-0.284493409201946
14,1.458,-0.285872209786269
14,1.464,-0.287258569838591
14,1.47,-0.288652785758477
14,1.476,-0.290055164052755
14,1.482,-0.29146602174636
14,1.488,-0.292885686811657
14,1.494,-0.294314498617366
14,1.5,-0.295752808398191
14,1.506,-0.297200979746241
14,1.512,-0.298659389125548
14,1.518,-0.300128426410944
14,1.524,-0.301608495452714
14,1.53,-0.30310001466847
14,1.536,-0.304603417663865
14,1.542,-0.306119153883745
14,1.548,-0.307647689295598
14,1.554,-0.309189507107108
14,1.56,-0.310745108519912
14,1.566,-0.312315013521627
14,1.572,-0.313899761718509
14,1.578,-0.31549991321113
14,1.584,-0.317116049515701
14,1.59,-0.318748774533845
14,1.596,-0.320398715573747
14,1.602,-0.322066524425888
14,1.608,-0.323752878496775
14,1.614,-0.325458482004244
14,1.62,-0.327184067238303
14,1.626,-0.328930395891595
14,1.632,-0.330698260464039
14,1.638,-0.332488485746355
14,1.644,-0.334301930387629
14,1.65,-0.336139488552475
14,1.656,-0.338002091673631
14,1.662,-0.3398907103064
14,1.668,-0.341806356091747
14,1.674,-0.343750083835421
14,1.68,-0.34572299371097
14,1.686,-0.347726233595227
14,1.692,-0.349761001545388
14,1.698,-0.351828548427612
14,1.704,-0.353930180707822
14,1.71,-0.356067263416208
14,1.716,-0.358241223297912
14,1.722,-0.360453552163329
14,1.728,-0.362705810452602
14,1.734,-0.364999631030061
14,1.74,-0.367336723225665
14,1.746,-0.369718877141948
14,1.752,-0.372147968246544
14,1.758,-0.374625962272039
14,1.764,-0.377154920446853
14,1.77,-0.379737005082773
14,1.776,-0.382374485547213
14,1.782,-0.385069744650554
14,1.788,-0.387825285481771
14,1.794,-0.390643738728513
14,1.8,-0.393527870521093
14,1.806,-0.396480590843465
14,1.812,-0.399504962558317
14,1.818,-0.402604211097805
14,1.824,-0.405781734876315
14,1.83,-0.409041116487109
14,1.836,-0.412386134750655
14,1.842,-0.415820777689039
14,1.848,-0.419349256508352
14,1.854,-0.42297602067888
14,1.86,-0.42670577421228
14,1.866,-0.430543493244783
14,1.872,-0.434494445046893
14,1.878,-0.438564208592521
14,1.884,-0.44275869683447
14,1.89,-0.447084180849008
14,1.896,-0.451547316029528
14,1.902,-0.456155170529253
14,1.908,-0.460915256174617
14,1.914,-0.465835562096011
14,1.92,-0.470924591350132
14,1.926,-0.476191400839675
14,1.932,-0.481645644871298
14,1.938,-0.487297622732683
14,1.944,-0.493158330714602
14,1.95,-0.499239519054836
14,1.956,-0.505553754338687
14,1.962,-0.512114487956411
14,1.968,-0.518936131292568
14,1.974,-0.526034138407285
14,1.98,-0.533425097066296
14,1.986,-0.541126829087431
14,1.992,-0.549158501097776
14,1.998,-0.557540746941006
14,2.004,-0.566295803140877
14,2.01,-0.575447659018576
14,2.016,-0.585022223282215
14,2.022,-0.595047509161384
14,2.028,-0.605553840454162
14,2.034,-0.61657408119469
14,2.04,-0.628143892045164
14,2.046,-0.640302016975842
14,2.052,-0.65309060433248
14,2.058,-0.666555567015712
14,2.064,-0.680746987228384
14,2.07,-0.69571957210391
14,2.076,-0.711533167535477
14,2.082,-0.728253338711161
14,2.088,-0.745952027257997
14,2.094,-0.764708296551412
14,2.1,-0.784609178705542
14,2.106,-0.805750639087588
14,2.112,-0.828238676970949
14,2.118,-0.852190584250315
14,2.124,-0.877736388101196
14,2.13,-0.905020508216201
14,2.136,-0.934203664963978
14,2.142,-0.965465081707021
14,2.148,-0.999005032846914
14,2.154,-1.03504779926955
14,2.16,-1.07384510514934
14,2.166,-1.11568012505578
14,2.172,-1.16087216863518
14,2.178,-1.20978217263087
14,2.184,-1.26281915769277
14,2.19,-1.32044784162797
14,2.196,-1.38319764314833
14,2.202,-1.45167336295345
14,2.208,-1.52656789497961
14,2.214,-1.60867740355874
14,2.22,-1.69891950699612
14,2.226,-1.79835514132332
14,2.232,-1.90821494878563
14,2.238,-2.02993125662904
14,2.244,-2.16517700098292
14,2.25,-2.31591333440657
14,2.256,-2.48444817342983
14,2.262,-2.67350865495713
14,2.268,-2.88633147403357
14,2.274,-3.12677652703229
14,2.28,-3.39947144614626
14,2.286,-3.70999793344366
14,2.292,-4.06513607879906
14,2.298,-4.47319151040956
14,2.304,-4.94444495070204
14,2.31,-5.49178967539837
14,2.316,-6.13166978865864
14,2.322,-6.88552272164734
14,2.328,-7.78211090126078
14,2.334,-8.86151426816975
14,2.34,-10.1824418733675
14,2.346,-11.8367416709294
14,2.352,-13.9811422277376
14,2.358,-16.9146639269106
14,2.364,-21.2651337251635
14,2.37,-27.1016649081782
14,2.376,-23.9490252758409
14,2.382,-18.6678817914485
14,2.388,-15.2059404364622
14,2.394,-12.7607162717894
14,2.4,-10.9153034482274
14,2.406,-9.46272092147212
14,2.412,-8.28732278696234
14,2.418,-7.31784853188033
14,2.424,-6.50699478667972
14,2.43,-5.82154060719457
14,2.436,-5.23713578381112
14,2.442,-4.73534274875399
14,2.448,-4.30185095861756
14,2.454,-3.92534018832033
14,2.46,-3.59672275634905
14,2.466,-3.30861788982519
14,2.472,-3.05497462742373
14,2.478,-2.8307935948533
14,2.484,-2.6319169619378
14,2.49,-2.45486689627752
14,2.496,-2.29671943876423
14,2.502,-2.1550048328331
14,2.508,-2.0276279758114
14,2.514,-1.91280440775067
14,2.52,-1.80900844572623
14,2.526,-1.71493090815865
14,2.532,-1.62944447490717
14,2.538,-1.55157517007798
14,2.544,-1.48047878407727
14,2.55,-1.41542130134595
14,2.556,-1.35576259206416
14,2.562,-1.30094277491744
14,2.568,-1.25047077442729
14,2.574,-1.20391468807934
14,2.58,-1.1608936512153
14,2.586,-1.12107094563574
14,2.592,-1.08414814430261
14,2.598,-1.04986012189125
14,2.604,-1.01797079111386
14,2.61,-0.988269449194717
14,2.616,-0.960567638770349
14,2.622,-0.934696443722045
14,2.628,-0.91050415373721
14,2.634,-0.887854242307811
14,2.64,-0.86662361185977
14,2.646,-0.846701067127969
14,2.652,-0.82798598403698
14,2.658,-0.810387146450702
14,2.664,-0.793821727402892
14,2.67,-0.778214394967335
14,2.676,-0.763496525894411
14,2.682,-0.749605512631253
14,2.688,-0.736484151436776
14,2.694,-0.724080101068629
14,2.7,-0.712345403010867
14,2.706,-0.701236055474971
14,2.712,-0.69071163447934
14,2.718,-0.680734956225008
14,2.724,-0.671271775763414
14,2.73,-0.662290517616776
14,2.736,-0.653762034580789
14,2.742,-0.645659391427761
14,2.748,-0.637957670647963
14,2.754,-0.630633797728644
14,2.76,-0.623666383782068
14,2.766,-0.617035583603855
14,2.772,-0.610722967476481
14,2.778,-0.604711405235597
14,2.784,-0.598984961293159
14,2.79,-0.593528799464805
14,2.796,-0.588329096582812
14,2.802,-0.583372963993085
14,2.808,-0.578648376136749
14,2.814,-0.574144105507031
14,2.82,-0.569849663350615
14,2.826,-0.565755245552048
14,2.832,-0.561851683200898
14,2.838,-0.558130397394997
14,2.844,-0.554583357880786
14,2.85,-0.551203045173785
14,2.856,-0.547982415839437
14,2.862,-0.544914870647672
14,2.868,-0.54199422534384
14,2.874,-0.539214683804847
14,2.88,-0.536570813372525
14,2.886,-0.534057522177116
14,2.892,-0.53167003828215
14,2.898,-0.529403890498808
14,2.904,-0.527254890732482
14,2.91,-0.525219117737823
14,2.916,-0.523292902170353
14,2.922,-0.521472812833649
14,2.928,-0.519755644030809
14,2.934,-0.518138403937642
14,2.94,-0.51661830392303
14,2.946,-0.515192748749171
14,2.952,-0.513859327590819
14,2.958,-0.512615805818741
14,2.964,-0.511460117498055
14,2.97,-0.510390358556954
14,2.976,-0.509404780586131
14,2.982,-0.508501785233249
14,2.988,-0.507679919160795
14,2.994,-0.506937869539323
14,3,-0.50627446005136
14,3.006,-0.50568864738457
14,3.012,-0.505179518195645
14,3.018,-0.504746286529313
14,3.024,-0.504388291679591
14,3.03,-0.504104996482941
14,3.036,-0.503895986035602
14,3.042,-0.50376096682987
14,3.048,-0.5036997663065
14,3.054,-0.503712332822838
14,3.06,-0.503798736038852
14,3.066,-0.503959167725538
14,3.072,-0.504193943002899
14,3.078,-0.504503502017166
14,3.084,-0.504888412069715
14,3.09,-0.505349370212957
14,3.096,-0.505887206331497
14,3.102,-0.506502886729966
14,3.108,-0.507197518252452
14,3.114,-0.507972352961896
14,3.12,-0.508828793412024
14,3.126,-0.509768398548313
14,3.132,-0.510792890279479
14,3.138,-0.511904160765699
14,3.144,-0.513104280475604
14,3.15,-0.514395507069998
14,3.156,-0.515780295177062
14,3.162,-0.517261307131227
14,3.168,-0.518841424756133
14,3.174,-0.520523762281209
14,3.18,-0.522311680491569
14,3.186,-0.524208802222308
14,3.192,-0.526219029320888
14,3.198,-0.528346561215384
14,3.204,-0.530595915242395
14,3.21,-0.53297194890597
14,3.216,-0.535479884259025
14,3.222,-0.538125334621115
14,3.228,-0.540914333871949
14,3.234,-0.543853368588268
14,3.24,-0.546949413324429
14,3.246,-0.550209969373256
14,3.252,-0.553643107385587
14,3.258,-0.557257514273607
14,3.264,-0.561062544876932
14,3.27,-0.565068278931205
14,3.276,-0.569285583948577
14,3.282,-0.57372618469877
14,3.288,-0.578402740070383
14,3.294,-0.583328928196046
14,3.3,-0.588519540844649
14,3.306,-0.593990588220943
14,3.312,-0.599759415470974
14,3.318,-0.605844832374113
14,3.324,-0.612267257912695
14,3.33,-0.619048881653961
14,3.336,-0.626213844161245
14,3.342,-0.633788438978584
14,3.348,-0.641801339114232
14,3.354,-0.650283851391899
14,3.36,-0.659270202556246
14,3.366,-0.668797861624137
14,3.372,-0.6789079036814
14,3.378,-0.689645421155346
14,3.384,-0.701059989568818
14,3.39,-0.713206195929354
14,3.396,-0.726144239259519
14,3.402,-0.739940614370324
14,3.408,-0.754668891866095
14,3.414,-0.770410609600788
14,3.42,-0.787256293450129
14,3.426,-0.805306628399452
14,3.432,-0.824673804668297
14,3.438,-0.845483068011649
14,3.444,-0.867874508584265
14,3.45,-0.892005128984131
14,3.456,-0.918051239479606
14,3.462,-0.946211237174956
14,3.468,-0.976708836205266
14,3.474,-1.00979682821568
14,3.48,-1.04576146661648
14,3.486,-1.08492758464012
14,3.492,-1.12766457621767
14,3.498,-1.17439339016273
14,3.504,-1.22559471186051
14,3.51,-1.28181853190789
14,3.516,-1.34369532646164
14,3.522,-1.41194909666547
14,3.528,-1.4874125296083
14,3.534,-1.5710445426612
14,3.54,-1.66395044333445
14,3.546,-1.7674048562921
14,3.552,-1.8828774031951
14,3.558,-2.01206081471453
14,3.564,-2.15690062098663
14,3.57,-2.31962467176445
14,3.576,-2.50276926983901
14,3.582,-2.70919633404923
14,3.588,-2.9420922374451
14,3.594,-3.20493302379595
14,3.6,-3.50139144689796
16,1.2,-0.227406863468753
16,1.206,-0.228694372295279
16,1.212,-0.229983311459862
16,1.218,-0.231273767305844
16,1.224,-0.232565827962485
16,1.23,-0.233859583452184
16,1.236,-0.2351551257994
16,1.242,-0.236452549141412
16,1.248,-0.23775194984108
16,1.254,-0.239053426601761
16,1.26,-0.240357080584555
16,1.266,-0.241663015528052
16,1.272,-0.242971337870743
16,1.278,-0.244282156876299
16,1.284,-0.245595584761896
16,1.29,-0.24691173682976
16,1.296,-0.248230731602185
16,1.302,-0.249552690960192
16,1.308,-0.250877740286057
16,1.314,-0.252206008609955
16,1.32,-0.253537628760948
16,1.326,-0.254872737522543
16,1.332,-0.256211475793125
16,1.338,-0.257553988751487
16,1.344,-0.258900426027793
16,1.35,-0.260250941880217
16,1.356,-0.261605695377599
16,1.362,-0.262964850588453
16,1.368,-0.26432857677664
16,1.374,-0.265697048604084
16,1.38,-0.267070446340912
16,1.386,-0.268448956083394
16,1.392,-0.269832769980105
16,1.398,-0.271222086466781
16,1.404,-0.272617110510265
16,1.41,-0.274018053862097
16,1.416,-0.27542513532221
16,1.422,-0.276838581013295
16,1.428,-0.278258624666404
16,1.434,-0.279685507918376
16,1.44,-0.281119480621747
16,1.446,-0.282560801167791
16,1.452,-0.28400973682339
16,1.458,-0.285466564082551
16,1.464,-0.286931569033247
16,1.47,-0.288405047740546
16,1.476,-0.289887306646796
16,1.482,-0.291378662989924
16,1.488,-0.292879445240744
16,1.494,-0.29438999356039
16,1.5,-0.295910660278984
16,1.506,-0.29744181039673
16,1.512,-0.298983822108658
16,1.518,-0.300537087354425
16,1.524,-0.30210201239456
16,1.53,-0.303679018414669
16,1.536,-0.3052685421592
16,1.542,-0.306871036596535
16,1.548,-0.308486971617172
16,1.554,-0.31011683476697
16,1.56,-0.311761132017533
16,1.566,-0.313420388575937
16,1.572,-0.315095149736128
16,1.578,-0.316785981774571
16,1.584,-0.318493472892732
16,1.59,-0.320218234209369
16,1.596,-0.321960900805595
16,1.602,-0.323722132826061
16,1.608,-0.325502616639704
16,1.614,-0.327303066063835
16,1.62,-0.329124223655596
16,1.626,-0.330966862075
16,1.632,-0.332831785524295
16,1.638,-0.334719831268443
16,1.644,-0.33663187124214
16,1.65,-0.338568813748957
16,1.656,-0.340531605258823
16,1.662,-0.342521232310311
16,1.668,-0.344538723524876
16,1.674,-0.346585151740586
16,1.68,-0.348661636273566
16,1.686,-0.35076934531595
16,1.692,-0.352909498479867
16,1.698,-0.355083369497665
16,1.704,-0.357292289089484
16,1.71,-0.359537648010116
16,1.716,-0.361820900288012
16,1.722,-0.364143566670482
16,1.728,-0.366507238290124
16,1.734,-0.368913580568883
16,1.74,-0.371364337377432
16,1.746,-0.373861335469155
16,1.752,-0.376406489209507
16,1.758,-0.37900180562347
16,1.764,-0.381649389785697
16,1.77,-0.384351450580103
16,1.776,-0.387110306858026
16,1.782,-0.389928394026715
16,1.788,-0.392808271102736
16,1.794,-0.395752628267962
16,1.8,-0.398764294969427
16,1.806,-0.40184624860802
16,1.812,-0.405001623865228
16,1.818,-0.408233722721856
16,1.824,-0.411546025227736
16,1.83,-0.414942201087126
16,1.836,-0.41842612213094
16,1.842,-0.422001875753735
16,1.848,-0.425673779401341
16,1.854,-0.429446396203591
16,1.86,-0.433324551856164
16,1.866,-0.437313352866347
16,1.872,-0.441418206289371
16,1.878,-0.445644841095339
16,1.884,-0.449999331321583
16,1.89,-0.454488121182052
16,1.896,-0.459118052323797
16,1.902,-0.463896393441646
16,1.908,-0.468830872485654
16,1.914,-0.473929711722159
16,1.92,-0.479201665939156
16,1.926,-0.484656064120012
16,1.932,-0.490302854947467
16,1.938,-0.496152656542502
16,1.944,-0.502216810890995
16,1.95,-0.508507443465913
16,1.956,-0.515037528614884
16,1.962,-0.52182096135383
16,1.968,-0.528872636287609
16,1.974,-0.536208534470598
16,1.98,-0.543845819124747
16,1.986,-0.551802941252634
16,1.992,-0.560099756320329
16,1.998,-0.568757653342517
16,2.004,-0.577799697883558
16,2.01,-0.587250790696863
16,2.016,-0.59713784396574
16,2.022,-0.607489977387245
16,2.028,-0.618338736662796
16,2.034,-0.629718337333439
16,2.04,-0.641665937332147
16,2.046,-0.654221942132189
16,2.052,-0.667430346961508
16,2.058,-0.681339121244428
16,2.064,-0.696000641242359
16,2.07,-0.71147217781704
16,2.076,-0.727816447360388
16,2.082,-0.745102235257332
16,2.088,-0.763405102811661
16,2.094,-0.782808190418658
16,2.1,-0.80340313197096
16,2.106,-0.82529109810806
16,2.112,-0.848583989053218
16,2.118,-0.873405801532955
16,2.124,-0.899894198777625
16,2.13,-0.928202318021052
16,2.136,-0.958500856458345
16,2.142,-0.990980484536457
16,2.148,-1.02585464505922
16,2.154,-1.06336280828209
16,2.16,-1.10377426744813
16,2.166,-1.14739257670061
16,2.172,-1.19456075478784
16,2.178,-1.24566740445547
16,2.184,-1.30115393017945
16,2.19,-1.36152307756888
16,2.196,-1.42734906848189
16,2.202,-1.49928966940418
16,2.208,-1.57810061055644
16,2.214,-1.66465287432053
16,2.22,-1.75995350034894
16,2.226,-1.86517071993456
16,2.232,-1.98166444606138
16,2.238,-2.1110234253062
16,2.244,-2.2551107284615
16,2.25,-2.41611975564988
16,2.256,-2.59664361574529
16,2.262,-2.79976169865157
16,2.268,-3.02914863731944
16,2.274,-3.2892128955341
16,2.28,-3.58527533040156
16,2.286,-3.92380299188404
16,2.292,-4.31272145196477
16,2.298,-4.76184256144963
16,2.304,-5.2834684668471
16,2.31,-5.89327656023683
16,2.316,-6.61167405908685
16,2.322,-7.46598076593557
16,2.328,-8.49416508892728
16,2.334,-9.7517175268956
16,2.34,-11.3254880602094
16,2.346,-13.3650740523251
16,2.352,-16.167331008282
16,2.358,-20.4760499826246
16,2.364,-29.2579433645599
16,2.37,-29.095825396083
16,2.376,-20.4119795489656
16,2.382,-16.1289071933985
16,2.388,-13.3382244776517
16,2.394,-11.3053677362394
16,2.4,-9.73612714791047
16,2.406,-8.48194189605013
16,2.412,-7.45644897254673
16,2.418,-6.60441496326704
16,2.424,-5.88801832558327
16,2.43,-5.28002791538591
16,2.436,-4.76009220824229
16,2.442,-4.31256986126086
16,2.448,-3.92518262963672
16,2.454,-3.58813484556839
16,2.46,-3.29351211502898
16,2.466,-3.03485526926347
16,2.472,-2.8068491327305
16,2.478,-2.60508943870732
16,2.484,-2.42590473826207
16,2.49,-2.26621812606745
