"d [mm]","Freq [GHz]","dB(S(1,1)) []"
24,3.36,-0.663890212562178
24,3.366,-0.673632680844115
24,3.372,-0.683958122491619
24,3.378,-0.694912444774576
24,3.384,-0.706546206731967
24,3.39,-0.718915183084187
24,3.396,-0.732081007880393
24,3.402,-0.746111910700962
24,3.408,-0.7610835605359
24,3.414,-0.777080035213393
24,3.42,-0.794194937554634
24,3.426,-0.812532683398539
24,3.432,-0.832209991416427
24,3.438,-0.853357610397097
24,3.444,-0.876122326641396
24,3.45,-0.900669302523513
24,3.456,-0.927184807471965
24,3.462,-0.955879414982261
24,3.468,-0.986991754262005
24,3.474,-1.02079292328301
24,3.48,-1.05759169203437
24,3.486,-1.09774065139919
24,3.492,-1.14164349518376
24,3.498,-1.18976366135149
24,3.504,-1.2426346044067
24,3.51,-1.30087202496368
24,3.516,-1.36518844528317
24,3.522,-1.43641059060746
24,3.528,-1.51550011353752
24,3.534,-1.60357827762439
24,3.54,-1.70195528680991
24,3.546,-1.81216499046544
24,3.552,-1.93600567547135
24,3.558,-2.07558751721733
24,3.564,-2.23338689718106
24,3.57,-2.41230702864189
24,3.576,-2.61574286119986
24,3.582,-2.84764554031633
24,3.588,-3.11257688652672
24,3.594,-3.41573587910864
24,3.6,-3.76292426841889
26,1.2,-0.210652500552149
26,1.206,-0.211955786119135
26,1.212,-0.213262551087161
26,1.218,-0.214572863411449
26,1.224,-0.215886793401636
26,1.23,-0.217204413816856
26,1.236,-0.218525799963262
26,1.242,-0.219851029794053
26,1.248,-0.221180184012211
26,1.254,-0.222513346176065
26,1.26,-0.223850602807858
26,1.266,-0.22519204350548
26,1.272,-0.226537761057513
26,1.278,-0.227887851561817
26,1.284,-0.229242414547788
26,1.29,-0.230601553102511
26,1.296,-0.23196537400102
26,1.302,-0.233333987840839
26,1.308,-0.234707509181087
26,1.314,-0.236086056686304
26,1.32,-0.237469753275301
26,1.326,-0.238858726275271
26,1.332,-0.240253107581414
26,1.338,-0.241653033822384
26,1.344,-0.243058646531829
26,1.35,-0.244470092326338
26,1.356,-0.245887523090143
26,1.362,-0.247311096166881
26,1.368,-0.248740974558829
26,1.374,-0.250177327133907
26,1.38,-0.251620328840964
26,1.386,-0.253070160933646
26,1.392,-0.254527011203405
26,1.398,-0.255991074222014
26,1.404,-0.257462551594146
26,1.41,-0.258941652220535
26,1.416,-0.260428592572229
26,1.422,-0.261923596976565
26,1.428,-0.263426897915432
26,1.434,-0.264938736336526
26,1.44,-0.266459361978219
26,1.446,-0.267989033708839
26,1.452,-0.269528019881064
26,1.458,-0.271076598702284
26,1.464,-0.272635058621795
26,1.47,-0.27420369873571
26,1.476,-0.275782829210585
26,1.482,-0.277372771726758
26,1.488,-0.278973859942544
26,1.494,-0.280586439980373
26,1.5,-0.282210870936168
26,1.506,-0.283847525413204
26,1.512,-0.285496790081911
26,1.518,-0.287159066267022
26,1.524,-0.288834770563698
26,1.53,-0.290524335484259
26,1.536,-0.29222821013732
26,1.542,-0.293946860941239
26,1.548,-0.295680772373867
26,1.554,-0.29743044776078
26,1.56,-0.299196410104283
26,1.566,-0.300979202955639
26,1.572,-0.302779391333133
26,1.578,-0.304597562688794
26,1.584,-0.306434327926726
26,1.59,-0.308290322476287
26,1.596,-0.310166207423496
26,1.602,-0.312062670704364
26,1.608,-0.313980428364052
26,1.614,-0.315920225886036
26,1.62,-0.317882839595834
26,1.626,-0.319869078144084
26,1.632,-0.321879784074161
26,1.638,-0.323915835479903
26,1.644,-0.325978147759453
26,1.65,-0.328067675471584
26,1.656,-0.330185414301498
26,1.662,-0.332332403143457
26,1.668,-0.33450972630836
26,1.674,-0.336718515864781
26,1.68,-0.3389599541229
26,1.686,-0.341235276271283
26,1.692,-0.343545773177374
26,1.698,-0.345892794363477
26,1.704,-0.348277751170764
26,1.71,-0.350702120125143
26,1.716,-0.353167446519705
26,1.722,-0.355675348229845
26,1.728,-0.358227519778483
26,1.734,-0.360825736670217
26,1.74,-0.363471860014916
26,1.746,-0.366167841463026
26,1.752,-0.368915728476731
26,1.758,-0.371717669963349
26,1.764,-0.374575922299562
26,1.77,-0.377492855777713
26,1.776,-0.38047096150822
26,1.782,-0.383512858815255
26,1.788,-0.386621303166214
26,1.794,-0.389799194679399
26,1.8,-0.393049587258371
26,1.806,-0.396375698406146
26,1.812,-0.39978091977744
26,1.818,-0.403268828532859
26,1.824,-0.406843199565157
26,1.83,-0.410508018674661
26,1.836,-0.414267496778652
26,1.842,-0.418126085248111
26,1.848,-0.422088492474683
26,1.854,-0.426159701781519
26,1.86,-0.430344990803374
26,1.866,-0.434649952474686
26,1.872,-0.439080517779115
26,1.878,-0.44364298043073
26,1.884,-0.448344023675495
26,1.89,-0.453190749422677
26,1.896,-0.458190709939248
26,1.902,-0.463351942366666
26,1.908,-0.468683006349302
26,1.914,-0.474193025097137
26,1.92,-0.479891730243424
26,1.926,-0.485789510900735
26,1.932,-0.491897467367477
26,1.938,-0.498227469991948
26,1.944,-0.504792223763711
26,1.95,-0.511605339273202
26,1.956,-0.518681410761654
26,1.962,-0.526036102076216
26,1.968,-0.533686241450879
26,1.974,-0.54164992615534
26,1.98,-0.549946638192988
26,1.986,-0.558597372389255
26,1.992,-0.567624778395581
26,1.998,-0.57705331834672
26,2.004,-0.586909442154365
26,2.01,-0.597221782704144
26,2.016,-0.608021373552402
26,2.022,-0.619341892102024
26,2.028,-0.631219931682256
26,2.034,-0.643695306477572
26,2.04,-0.65681139385893
26,2.046,-0.670615519383219
26,2.052,-0.685159390563762
26,2.058,-0.700499586499829
26,2.064,-0.716698111615155
26,2.07,-0.733823023129752
26,2.076,-0.751949143518319
26,2.082,-0.771158871143818
26,2.088,-0.791543104560715
26,2.094,-0.81320229873571
26,2.1,-0.836247674730761
26,2.106,-0.860802608351458
26,2.112,-0.887004228028673
26,2.118,-0.915005257953652
26,2.124,-0.944976149450239
26,2.13,-0.977107552022425
26,2.136,-1.01161318581084
26,2.142,-1.04873318976686
26,2.148,-1.08873803526042
26,2.154,-1.13193311377665
26,2.16,-1.17866413071293
26,2.166,-1.22932346619272
26,2.172,-1.28435769971117
26,2.178,-1.34427654018387
26,2.184,-1.40966345899249
26,2.19,-1.48118839405633
26,2.196,-1.55962298193707
26,2.202,-1.64585888799306
26,2.208,-1.74092994900732
26,2.214,-1.84603902855821
26,2.22,-1.96259072658589
26,2.226,-2.09223140077591
26,2.232,-2.23689837692328
26,2.238,-2.39888079045617
26,2.244,-2.58089527598096
26,2.25,-2.78618080685759
26,2.256,-3.01861854552064
26,2.262,-3.28288486939191
26,2.268,-3.58464925335755
26,2.274,-3.93083424184321
26,2.28,-4.32996382882159
26,2.286,-4.792641986268
26,2.292,-5.33223026582003
26,2.298,-5.96584324752769
26,2.304,-6.71587604117233
26,2.31,-7.61246989555884
26,2.316,-8.69773042456121
26,2.322,-10.0334435564338
26,2.328,-11.7163236120245
26,2.334,-13.9108588859017
26,2.34,-16.9247339652251
26,2.346,-21.3260958998839
26,2.352,-25.9627413230505
26,2.358,-22.1610540808797
26,2.364,-17.485662256135
26,2.37,-14.2918850698369
26,2.376,-11.98776954275
26,2.382,-10.2318931952547
26,2.388,-8.84410029416004
26,2.394,-7.71997995076826
26,2.4,-6.7935704495541
26,2.406,-6.02028172580937
26,2.412,-5.36837166993933
26,2.418,-4.81434315585891
26,2.424,-4.34028237151702
26,2.43,-3.93222503527042
26,2.436,-3.5790997525792
26,2.442,-3.27201297471847
26,2.448,-3.0037461471894
26,2.454,-2.76839061887011
26,2.46,-2.56107562266167
26,2.466,-2.37776136925167
26,2.472,-2.21507906818246
26,2.478,-2.07020561298607
26,2.484,-1.94076438941817
26,2.49,-1.82474608931103
26,2.496,-1.72044504386127
26,2.502,-1.6264077219963
26,2.508,-1.54139084592116
26,2.514,-1.4643271637323
26,2.52,-1.39429735553424
26,2.526,-1.33050687875449
26,2.532,-1.27226680982464
26,2.538,-1.21897793342555
26,2.544,-1.17011748146814
26,2.55,-1.12522804227614
26,2.556,-1.08390825368267
26,2.562,-1.04580496763417
26,2.568,-1.01060663270533
26,2.574,-0.978037687938079
26,2.58,-0.947853799139264
26,2.586,-0.919837799152189
26,2.592,-0.893796218167893
26,2.598,-0.869556310049286
26,2.604,-0.846963496833725
26,2.61,-0.825879166792437
26,2.616,-0.806178772238504
26,2.622,-0.787750182151925
26,2.628,-0.770492251997404
26,2.634,-0.754313579143913
26,2.64,-0.739131417289415
26,2.646,-0.724870727440683
26,2.652,-0.711463346449458
26,2.658,-0.698847256986753
26,2.664,-0.686965945247173
26,2.67,-0.675767834697126
26,2.676,-0.665205785880832
26,2.682,-0.655236653731609
26,2.688,-0.645820895046756
26,2.694,-0.636922219810421
26,2.7,-0.628507280919606
26,2.706,-0.620545397609314
26,2.712,-0.613008308504836
26,2.718,-0.605869950768882
26,2.724,-0.599106262273781
26,2.73,-0.592695004125455
26,2.736,-0.586615601207369
26,2.742,-0.58084899870616
26,2.748,-0.575377532834587
26,2.754,-0.570184814186822
26,2.76,-0.565255622351055
26,2.766,-0.560575810569614
26,2.772,-0.556132219380119
26,2.778,-0.551912598296218
26,2.784,-0.547905534695631
26,2.79,-0.544100389178386
26,2.796,-0.540487236741686
26,2.802,-0.537056813191049
26,2.808,-0.533800466271534
26,2.814,-0.53071011105952
26,2.82,-0.527778189205236
26,2.826,-0.524997631660209
26,2.832,-0.52236182456263
26,2.838,-0.519864577988035
26,2.844,-0.517500097303051
26,2.85,-0.515262956887133
26,2.856,-0.51314807601108
26,2.862,-0.511150696682605
26,2.868,-0.509266363288239
26,2.874,-0.507490903877834
26,2.88,-0.50582041295322
26,2.886,-0.504251235635998
26,2.892,-0.502779953101847
26,2.898,-0.501403369179513
26,2.904,-0.500118498022574
26,2.91,-0.498922552770884
26,2.916,-0.497812935126664
26,2.922,-0.496787225777324
26,2.928,-0.495843175603733
26,2.934,-0.494978697618612
26,2.94,-0.494191859584907
26,2.946,-0.493480877269256
26,2.952,-0.492844108289842
26,2.958,-0.492280046522179
26,2.964,-0.49178731703015
26,2.97,-0.491364671493148
26,2.976,-0.491010984103207
26,2.982,-0.490725247909271
26,2.988,-0.49050657158837
26,2.994,-0.490354176626112
26,3,-0.490267394891526
26,3.006,-0.490245666593414
26,3.012,-0.490288538607892
26,3.018,-0.490395663168733
26,3.024,-0.490566796914404
26,3.03,-0.490801800287671
26,3.036,-0.491100637285681
26,3.042,-0.491463375560543
26,3.048,-0.491890186872319
26,3.054,-0.492381347898572
26,3.06,-0.492937241406555
26,3.066,-0.493558357796486
26,3.072,-0.494245297026382
26,3.078,-0.49499877093153
26,3.084,-0.495819605953962
26,3.09,-0.496708746300026
26,3.096,-0.497667257546985
26,3.102,-0.498696330722564
26,3.108,-0.499797286884534
26,3.114,-0.500971582231158
26,3.12,-0.502220813776964
26,3.126,-0.503546725632574
26,3.132,-0.50495121593192
26,3.138,-0.506436344455245
26,3.144,-0.508004341001675
26,3.15,-0.509657614571572
26,3.156,-0.511398763425393
26,3.162,-0.513230586093359
26,3.168,-0.515156093418906
26,3.174,-0.517178521727722
26,3.18,-0.519301347225049
26,3.186,-0.521528301735266
26,3.192,-0.523863389910889
26,3.198,-0.526310908052803
26,3.204,-0.528875464699855
26,3.21,-0.531562003164379
26,3.216,-0.534375826211148
26,3.222,-0.537322623100586
26,3.228,-0.540408499243656
26,3.234,-0.543640008745818
26,3.24,-0.547024190151565
26,3.246,-0.550568605739576
26,3.252,-0.55428138476242
26,3.258,-0.558171271075028
26,3.264,-0.562247675652795
26,3.27,-0.566520734565738
26,3.276,-0.571001373049664
26,3.282,-0.575701376400574
26,3.288,-0.580633468517136
26,3.294,-0.585811399028743
26,3.3,-0.591250040076929
26,3.306,-0.596965493968095
26,3.312,-0.60297521308948
26,3.318,-0.609298133681147
26,3.324,-0.615954825291048
26,3.33,-0.622967658011245
26,3.336,-0.630360989910657
26,3.342,-0.638161377448894
26,3.348,-0.64639781208851
26,3.354,-0.655101986829849
26,3.36,-0.664308596988287
26,3.366,-0.674055680234788
26,3.372,-0.684385001747725
26,3.378,-0.695342491301812
26,3.384,-0.706978740278218
26,3.39,-0.71934956795577
26,3.396,-0.73251666807974
26,3.402,-0.74654834865662
26,3.408,-0.761520380256429
26,3.414,-0.77751697089768
26,3.42,-0.794631888943964
26,3.426,-0.812969759474093
26,3.432,-0.832647564447676
26,3.438,-0.853796382855803
26,3.444,-0.876563414142303
26,3.45,-0.901114336775986
26,3.456,-0.927636064278039
26,3.462,-0.956339973662799
26,3.468,-0.987465696620834
26,3.474,-1.02128558244445
26,3.48,-1.05810996436171
26,3.486,-1.09829338841807
26,3.492,-1.14224199725325
26,3.498,-1.19042230108548
26,3.504,-1.24337161599214
26,3.51,-1.3017105061261
26,3.516,-1.36615763245875
26,3.522,-1.43754748584813
26,3.528,-1.51685156499907
26,3.534,-1.60520364563983
26,3.54,-1.70392986625959
26,3.546,-1.81458440931217
26,3.552,-1.93899155068741
26,3.558,-2.07929472384391
26,3.564,-2.23801289264627
26,3.57,-2.4181037662967
26,3.576,-2.62303190693308
26,3.582,-2.85683703421053
26,3.588,-3.12419288246291
26,3.594,-3.43043817198103
26,3.6,-3.78154571888905
28,1.2,-0.209132607569975
28,1.206,-0.21042717579324
28,1.212,-0.211725760136849
28,1.218,-0.21302842270375
28,1.224,-0.21433522814148
28,1.23,-0.215646243733676
28,1.236,-0.216961539494237
28,1.242,-0.218281188264236
28,1.248,-0.219605265811739
28,1.254,-0.2209338509347
28,1.26,-0.222267025567051
28,1.266,-0.223604874888156
28,1.272,-0.22494748743584
28,1.278,-0.226294955223112
28,1.284,-0.227647373858789
28,1.29,-0.229004842672245
28,1.296,-0.230367464842446
28,1.302,-0.231735347531487
28,1.308,-0.233108602022895
28,1.314,-0.234487343864859
28,1.32,-0.235871693018743
28,1.326,-0.23726177401298
28,1.332,-0.238657716102794
28,1.338,-0.240059653435904
28,1.344,-0.241467725224549
28,1.35,-0.242882075924177
28,1.356,-0.24430285541909
28,1.362,-0.245730219215396
28,1.368,-0.24716432864166
28,1.374,-0.24860535105762
28,1.38,-0.250053460071364
28,1.386,-0.251508835765426
28,1.392,-0.252971664932232
28,1.398,-0.254442141319371
28,1.404,-0.255920465885211
28,1.41,-0.257406847065372
28,1.416,-0.258901501050638
28,1.422,-0.260404652076871
28,1.428,-0.261916532727596
28,1.434,-0.263437384249892
28,1.44,-0.264967456884262
28,1.446,-0.266507010209324
28,1.452,-0.268056313501977
28,1.458,-0.269615646114
28,1.464,-0.271185297865854
28,1.47,-0.272765569458736
28,1.476,-0.274356772905759
28,1.482,-0.275959231983431
28,1.488,-0.277573282704443
28,1.494,-0.279199273813024
28,1.5,-0.280837567304099
28,1.506,-0.282488538967588
28,1.512,-0.284152578959271
28,1.518,-0.285830092399736
28,1.524,-0.287521500003021
28,1.53,-0.289227238736679
28,1.536,-0.29094776251506
28,1.542,-0.292683542927793
28,1.548,-0.294435070005511
28,1.554,-0.296202853025088
28,1.56,-0.297987421356657
28,1.566,-0.299789325355026
28,1.572,-0.301609137298132
28,1.578,-0.303447452375393
28,1.584,-0.305304889729113
28,1.59,-0.307182093552113
28,1.596,-0.309079734245215
28,1.602,-0.31099850963828
28,1.608,-0.312939146278847
28,1.614,-0.314902400792744
28,1.62,-0.316889061321204
28,1.626,-0.318899949039599
28,1.632,-0.320935919763009
28,1.638,-0.322997865644437
28,1.644,-0.325086716971808
28,1.65,-0.327203444070367
28,1.656,-0.329349059317638
28,1.662,-0.3315246192786
28,1.668,-0.333731226969339
28,1.674,-0.335970034258108
28,1.68,-0.338242244413399
28,1.686,-0.340549114809394
28,1.692,-0.342891959799973
28,1.698,-0.345272153773445
28,1.704,-0.347691134400992
28,1.71,-0.350150406093075
28,1.716,-0.352651543679037
28,1.722,-0.355196196326609
28,1.728,-0.357786091719207
28,1.734,-0.360423040510647
28,1.74,-0.363108941078434
28,1.746,-0.365845784598685
28,1.752,-0.368635660467721
28,1.758,-0.371480762097617
28,1.764,-0.374383393115382
28,1.77,-0.377345973998142
28,1.776,-0.380371049179606
28,1.782,-0.383461294666369
28,1.788,-0.38661952620613
28,1.794,-0.389848708053888
28,1.8,-0.39315196238647
28,1.806,-0.396532579420608
28,1.812,-0.399994028295054
28,1.818,-0.403539968783154
28,1.824,-0.407174263908824
28,1.83,-0.410900993546083
28,1.836,-0.414724469090479
28,1.842,-0.418649249299517
28,1.848,-0.422680157409421
28,1.854,-0.42682229964645
28,1.86,-0.431081085263651
28,1.866,-0.435462248247605
28,1.872,-0.439971870855392
28,1.878,-0.444616409159375
28,1.884,-0.449402720796843
28,1.89,-0.454338095143551
28,1.896,-0.459430286154772
28,1.902,-0.464687548145196
28,1.908,-0.470118674810305
28,1.914,-0.475733041827073
28,1.92,-0.481540653411778
28,1.926,-0.487552193257751
28,1.932,-0.493779080327168
28,1.938,-0.500233530028933
28,1.944,-0.506928621380834
28,1.95,-0.513878370829265
28,1.956,-0.521097813485565
28,1.962,-0.528603092635975
28,1.968,-0.5364115584942
28,1.974,-0.544541877294093
28,1.98,-0.553014151967261
28,1.986,-0.561850055819993
28,1.992,-0.571072980819228
28,1.998,-0.580708202322687
28,2.004,-0.590783062348902
28,2.01,-0.601327173784897
28,2.016,-0.61237264827979
28,2.022,-0.623954350980207
28,2.028,-0.636110185738598
28,2.034,-0.648881414980359
28,2.04,-0.662313019065123
28,2.046,-0.67645410073928
28,2.052,-0.69135834117207
28,2.058,-0.707084515122615
28,2.064,-0.723697074030872
28,2.07,-0.741266807300106
28,2.076,-0.759871593788129
28,2.082,-0.779597257605813
28,2.088,-0.800538544803169
28,2.094,-0.822800240490695
28,2.1,-0.846498449500534
28,2.106,-0.871762067967416
28,2.112,-0.898734478362216
28,2.118,-0.927575506738974
28,2.124,-0.958463688505403
28,2.13,-0.991598898204087
28,2.136,-1.02720540998162
28,2.142,-1.06553546910955
28,2.148,-1.10687347171325
28,2.154,-1.15154087053632
28,2.16,-1.19990195009883
28,2.166,-1.25237064625276
28,2.172,-1.30941862450466
28,2.178,-1.37158488063986
28,2.184,-1.43948718883922
28,2.19,-1.51383580015421
28,2.196,-1.59544989255144
28,2.202,-1.68527739895852
28,2.208,-1.78441900022077
28,2.214,-1.89415727710062
28,2.22,-2.01599228545933
28,2.226,-2.1516851744125
28,2.232,-2.30331194192399
28,2.238,-2.47333006603373
28,2.244,-2.66466163989755
28,2.25,-2.88079789772817
28,2.256,-3.12593184745528
28,2.262,-3.40512846328565
28,2.268,-3.7245461255163
28,2.274,-4.09172977643303
28,2.28,-4.51600752118081
28,2.286,-5.00904180250059
28,2.292,-5.58562100258038
28,2.298,-6.26484204782967
28,2.304,-7.07196074914706
28,2.31,-8.04144548113857
28,2.316,-9.2223340068589
28,2.322,-10.688311587455
28,2.328,-12.5582381716687
28,2.334,-15.0413931266759
28,2.34,-18.5350406583955
28,2.346,-23.5156281274787
28,2.352,-24.9863681635078
28,2.358,-19.8829940343089
28,2.364,-15.9516204834621
28,2.37,-13.206150242751
28,2.376,-11.1697627506366
28,2.382,-9.58936511993017
28,2.388,-8.32517953403929
28,2.394,-7.29267761139298
28,2.4,-6.43666483862082
28,2.406,-5.71888310369611
28,2.412,-5.11157864626959
28,2.418,-4.59391309830536
28,2.424,-4.14982912779742
28,2.43,-3.76670801657147
28,2.436,-3.43448291886187
28,2.442,-3.14502787368348
28,2.448,-2.89172160799887
28,2.454,-2.66912691953909
28,2.46,-2.47274942282083
28,2.466,-2.29885259834266
28,2.472,-2.14431389658585
28,2.478,-2.00651145970581
28,2.484,-1.88323409580511
28,2.49,-1.77260917123141
28,2.496,-1.67304447235476
28,2.502,-1.58318106196541
28,2.508,-1.50185485670414
28,2.514,-1.4280651676956
28,2.52,-1.36094883247691
28,2.526,-1.29975885916892
28,2.532,-1.2438467286199
28,2.538,-1.19264767439752
28,2.544,-1.14566839646522
28,2.55,-1.10247677121428
28,2.556,-1.06269320494208
28,2.562,-1.02598334489854
28,2.568,-0.992051915482246
28,2.574,-0.960637489975286
28,2.58,-0.931508042610929
28,2.586,-0.90445715351962
28,2.592,-0.879300761557307
28,2.598,-0.855874378255753
28,2.604,-0.834030690986931
28,2.61,-0.813637495568422
28,2.616,-0.794575908480533
28,2.622,-0.776738817038151
28,2.628,-0.760029532596164
28,2.634,-0.744360617434783
28,2.64,-0.729652860585506
28,2.646,-0.715834381693481
28,2.652,-0.702839845207495
28,2.658,-0.690609769858964
28,2.664,-0.679089920627276
28,2.67,-0.668230772266956
28,2.676,-0.657987035052622
28,2.682,-0.648317234731736
28,2.688,-0.639183339803277
28,2.694,-0.630550430196847
28,2.7,-0.622386402239534
28,2.706,-0.614661705489888
28,2.712,-0.607349107608965
28,2.718,-0.600423483943721
28,2.724,-0.593861628930811
28,2.73,-0.587642086800802
28,2.736,-0.581744999382796
28,2.742,-0.576151969085201
28,2.748,-0.570845935366863
28,2.754,-0.565811063218974
28,2.76,-0.56103264235702
28,2.766,-0.556496995977447
28,2.772,-0.552191398068797
28,2.778,-0.548103998385081
28,2.784,-0.5442237542919
28,2.79,-0.540540368785951
28,2.796,-0.537044234067211
28,2.802,-0.533726380112555
28,2.808,-0.530578427760057
28,2.814,-0.527592545866926
28,2.82,-0.524761412151176
28,2.826,-0.522078177368681
28,2.832,-0.519536432514177
28,2.838,-0.517130178767361
28,2.844,-0.514853799934074
28,2.85,-0.512702037158343
28,2.856,-0.510669965703743
28,2.862,-0.508752973622974
28,2.868,-0.506946742152606
28,2.874,-0.505247227686201
28,2.88,-0.503650645193361
28,2.886,-0.502153452965385
28,2.892,-0.500752338579694
28,2.898,-0.499444205985721
28,2.904,-0.498226163624281
28,2.91,-0.497095513500996
28,2.916,-0.496049741141855
28,2.922,-0.495086506366061
28,2.928,-0.494203634817397
28,2.934,-0.49339911020119
28,2.94,-0.492671067178974
28,2.946,-0.492017784877837
28,2.952,-0.491437680975478
28,2.958,-0.490929306326323
28,2.964,-0.49049134009728
28,2.97,-0.490122585385437
28,2.976,-0.489821965292809
28,2.982,-0.489588519436345
28,2.988,-0.489421400874058
28,2.994,-0.489319873430572
28,3,-0.489283309407996
28,3.006,-0.489311187670127
28,3.012,-0.48940309209031
28,3.018,-0.489558710355311
28,3.024,-0.489777833119708
28,3.03,-0.490060353507242
28,3.036,-0.490406266957656
28,3.042,-0.490815671419398
28,3.048,-0.491288767890787
28,3.054,-0.491825861314061
28,3.06,-0.492427361828967
28,3.066,-0.493093786394624
28,3.072,-0.493825760790612
28,3.078,-0.494624022010735
28,3.084,-0.495489421065138
28,3.09,-0.496422926209301
28,3.096,-0.497425626621185
28,3.102,-0.498498736550699
28,3.108,-0.499643599969127
28,3.114,-0.500861695749508
28,3.12,-0.50215464341286
28,3.126,-0.503524209479408
28,3.132,-0.504972314468434
28,3.138,-0.506501040595557
28,3.144,-0.50811264022171
28,3.15,-0.509809545114348
28,3.156,-0.511594376588172
28,3.162,-0.513469956600121
28,3.168,-0.51543931988211
28,3.174,-0.517505727203935
28,3.18,-0.519672679869543
28,3.186,-0.521943935561515
28,3.192,-0.524323525661453
28,3.198,-0.52681577418903
28,3.204,-0.529425318518596
28,3.21,-0.532157132051011
28,3.216,-0.535016549039219
28,3.222,-0.538009291789559
28,3.228,-0.541141500487752
28,3.234,-0.544419765928257
28,3.24,-0.547851165460379
28,3.246,-0.551443302502942
28,3.252,-0.555204350023839
28,3.258,-0.559143098430774
28,3.264,-0.563269008377223
28,3.27,-0.567592269052986
28,3.276,-0.572123862603847
28,3.282,-0.576875635410893
28,3.288,-0.58186037705889
28,3.294,-0.587091907936765
28,3.3,-0.592585176544147
28,3.306,-0.598356367729398
28,3.312,-0.604423023259112
28,3.318,-0.610804176322088
28,3.324,-0.617520501805763
28,3.33,-0.624594484456993
28,3.336,-0.632050607357762
28,3.342,-0.63991556351909
28,3.348,-0.64821849383194
28,3.354,-0.656991255125144
28,3.36,-0.666268722680573
28,3.366,-0.676089132262798
28,3.372,-0.686494467554637
28,3.378,-0.697530899876458
28,3.384,-0.709249288236134
28,3.39,-0.721705749145198
28,3.396,-0.734962307289465
28,3.402,-0.749087640114426
28,3.408,-0.764157931743262
28,3.414,-0.780257854470189
28,3.42,-0.797481699464149
28,3.426,-0.815934682399462
28,3.432,-0.835734454651885
28,3.438,-0.857012856643822
28,3.444,-0.879917957117828
28,3.45,-0.904616430839554
28,3.456,-0.931296337817797
28,3.462,-0.960170379994158
28,3.468,-0.991479726997708
28,3.474,-1.02549852158573
28,3.48,-1.06253919852034
28,3.486,-1.10295877871107
28,3.492,-1.14716633446091
28,3.498,-1.19563186267426
28,3.504,-1.24889685206295
28,3.51,-1.30758688879984
28,3.516,-1.37242671350712
28,3.522,-1.44425822099457
28,3.528,-1.52406198137425
28,3.534,-1.61298295287559
28,3.54,-1.71236114362889
28,3.546,-1.82376804376377
28,3.552,-1.94904965689585
28,3.558,-2.09037685155886
28,3.564,-2.2503034232859
28,3.57,-2.43183152422714
28,3.576,-2.63848266307939
28,3.582,-2.87436975449621
28,3.588,-3.14426074430303
28,3.594,-3.45361546164563
28,3.6,-3.80856153617805
30,1.2,-0.207767166011628
30,1.206,-0.2090863436356
30,1.212,-0.210409507480041
30,1.218,-0.211736726129039
30,1.224,-0.213068070696299
30,1.23,-0.214403614921255
30,1.236,-0.21574343526777
30,1.242,-0.217087611025605
30,1.248,-0.218436224414804
30,1.254,-0.219789360693175
30,1.26,-0.221147108266966
30,1.266,-0.222509558804978
30,1.272,-0.223876807356225
30,1.278,-0.225248952471406
30,1.284,-0.226626096328268
30,1.29,-0.2280083448612
30,1.296,-0.229395807895138
30,1.302,-0.230788599284091
30,1.308,-0.232186837054484
30,1.314,-0.23359064355355
30,1.32,-0.235000145603063
30,1.326,-0.236415474658633
30,1.332,-0.237836766974882
30,1.338,-0.239264163776767
30,1.344,-0.240697811437374
30,1.35,-0.242137861662516
30,1.356,-0.243584471682435
30,1.362,-0.245037804451032
30,1.368,-0.246498028852947
30,1.374,-0.247965319918921
30,1.38,-0.249439859049832
30,1.386,-0.25092183424989
30,1.392,-0.252411440369409
30,1.398,-0.253908879357696
30,1.404,-0.25541436052653
30,1.41,-0.256928100824806
30,1.416,-0.258450325124958
30,1.422,-0.25998126652168
30,1.428,-0.261521166643705
30,1.434,-0.263070275979231
30,1.44,-0.264628854215796
30,1.446,-0.266197170595306
30,1.452,-0.267775504285074
30,1.458,-0.269364144765714
30,1.464,-0.270963392236793
30,1.47,-0.272573558041225
30,1.476,-0.274194965109434
30,1.482,-0.275827948424335
30,1.488,-0.27747285550836
30,1.494,-0.279130046933685
30,1.5,-0.28079989685699
30,1.506,-0.282482793580156
30,1.512,-0.284179140138353
30,1.518,-0.285889354917059
30,1.524,-0.287613872299721
30,1.53,-0.289353143347821
30,1.536,-0.291107636515232
30,1.542,-0.292877838398845
30,1.548,-0.294664254527694
30,1.554,-0.296467410192782
30,1.56,-0.298287851320125
30,1.566,-0.300126145389549
30,1.572,-0.301982882402122
30,1.578,-0.303858675899082
30,1.584,-0.305754164035557
30,1.59,-0.307670010712404
30,1.596,-0.309606906769867
30,1.602,-0.311565571246878
30,1.608,-0.313546752710302
30,1.614,-0.315551230658488
30,1.62,-0.317579817003982
30,1.626,-0.319633357640598
30,1.632,-0.321712734100311
30,1.638,-0.323818865305949
30,1.644,-0.325952709426109
30,1.65,-0.328115265839104
30,1.656,-0.330307577213401
30,1.662,-0.33253073171249
30,1.668,-0.33478586533274
30,1.674,-0.337074164383526
30,1.68,-0.339396868119608
30,1.686,-0.341755271536486
30,1.692,-0.344150728340402
30,1.698,-0.346584654105558
30,1.704,-0.349058529632103
30,1.71,-0.351573904519669
30,1.716,-0.354132400972288
30,1.722,-0.356735717852051
30,1.728,-0.35938563500017
